'Customer ID',Recency,Frequency,MonetaryValue,Recency_score,Frequency_score,Monetary_score,cluster,ChurnRisk_description
15721,7,1,507.08,5,1,2,cluster4,'Baixo Risco'
13844,6,1,361.62,5,1,2,cluster4,'Baixo Risco'
12660,6,1,245.1,5,1,1,cluster4,'Médio Risco'
12479,6,1,527.2,5,1,2,cluster4,'Baixo Risco'
17379,6,1,404.66,5,1,2,cluster4,'Baixo Risco'
16800,6,1,1201.49,5,1,3,cluster4,'Baixo Risco'
17806,6,1,546.04,5,1,2,cluster4,'Baixo Risco'
13188,6,1,114.6,5,1,1,cluster4,'Médio Risco'
13349,6,1,247.32,5,1,1,cluster4,'Médio Risco'
15619,6,1,336.4,5,1,2,cluster4,'Baixo Risco'
15148,6,1,301.29,5,1,2,cluster4,'Baixo Risco'
14601,6,1,213.96,5,1,1,cluster4,'Médio Risco'
15783,6,1,246.3,5,1,1,cluster4,'Médio Risco'
16479,5,2,300.83,5,2,2,cluster4,'Baixo Risco'
15790,5,1,220.85,5,1,1,cluster4,'Médio Risco'
13521,5,1,287.88,5,1,2,cluster4,'Baixo Risco'
14349,5,1,133.5,5,1,1,cluster4,'Médio Risco'
12966,5,1,160.18,5,1,1,cluster4,'Médio Risco'
15060,3,4,303.09,5,3,2,cluster5,'Baixo Risco'
17911,4,1,366.23,5,1,2,cluster4,'Baixo Risco'
14804,4,1,353.27,5,1,2,cluster4,'Baixo Risco'
15904,3,1,164.68,5,1,1,cluster4,'Médio Risco'
16789,3,1,80.8,5,1,1,cluster4,'Médio Risco'
12558,3,1,269.96,5,1,1,cluster4,'Médio Risco'
17942,3,1,77.5,5,1,1,cluster4,'Médio Risco'
12587,3,1,144,5,1,1,cluster4,'Médio Risco'
13560,3,1,174.37,5,1,1,cluster4,'Médio Risco'
15539,2,1,538.46,5,1,2,cluster4,'Baixo Risco'
13017,2,1,204,5,1,1,cluster4,'Médio Risco'
13153,1,1,486.22,5,1,2,cluster4,'Baixo Risco'
