@relation 90_dados_treino

@attribute 'Customer ID' numeric
@attribute Recency numeric
@attribute Frequency numeric
@attribute MonetaryValue numeric
@attribute Recency_score {1,2,3,4,5}
@attribute Frequency_score {1,2,3,4,5}
@attribute Monetary_score {1,2,3,4,5}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5}
@attribute ChurnRisk_description {'Muito Baixo Risco', 'Baixo Risco','Médio Risco','Alto Risco','Muito Alto Risco'}

@data
15670,292,2,325.2,2,2,2,cluster3,'Alto Risco'
18038,551,1,149.41,1,1,1,cluster3,'Muito Alto Risco'
17745,473,2,600.34,1,2,2,cluster3,'Alto Risco'
13472,459,2,592.24,1,2,2,cluster3,'Alto Risco'
15246,233,3,780.4,2,3,3,cluster5,'Médio Risco'
15887,402,3,1027.15,2,3,3,cluster5,'Médio Risco'
15714,7,5,784.81,5,4,3,cluster1,'Muito Baixo Risco'
16565,359,4,773.05,2,3,3,cluster5,'Médio Risco'
16401,10,22,6536.41,5,5,5,cluster1,'Muito Baixo Risco'
15305,550,1,93.6,1,1,1,cluster3,'Muito Alto Risco'
17096,10,11,3759.18,5,5,5,cluster1,'Muito Baixo Risco'
14033,550,1,109.44,1,1,1,cluster3,'Muito Alto Risco'
16896,550,1,103.95,1,1,1,cluster3,'Muito Alto Risco'
14859,8,5,1705.64,5,4,4,cluster1,'Muito Baixo Risco'
15502,11,14,13993.47,5,5,5,cluster1,'Muito Baixo Risco'
12874,380,2,948.42,2,2,3,cluster3,'Médio Risco'
17216,550,1,65.05,1,1,1,cluster3,'Muito Alto Risco'
13031,402,5,3419.27,2,4,5,cluster2,'Baixo Risco'
17683,381,3,819.01,2,3,3,cluster5,'Médio Risco'
18214,526,4,1780.34,1,3,4,cluster3,'Médio Risco'
15731,549,1,125.3,1,1,1,cluster3,'Muito Alto Risco'
14486,507,2,175.5,1,2,1,cluster3,'Alto Risco'
14436,94,2,271.7,3,2,1,cluster4,'Médio Risco'
14902,21,3,1035.62,4,3,3,cluster5,'Baixo Risco'
18206,548,1,314.66,1,1,2,cluster3,'Alto Risco'
17235,20,8,1904.88,4,4,4,cluster1,'Muito Baixo Risco'
14687,102,3,1402.06,3,3,4,cluster5,'Baixo Risco'
14766,3,11,6556.13,5,5,5,cluster1,'Muito Baixo Risco'
18234,547,1,179.6,1,1,1,cluster3,'Muito Alto Risco'
16356,193,6,415.87,3,4,2,cluster2,'Baixo Risco'
12911,547,1,1680.47,1,1,4,cluster3,'Alto Risco'
18112,7,4,775.96,5,3,3,cluster5,'Baixo Risco'
13109,55,3,1134.03,4,3,3,cluster5,'Baixo Risco'
14208,90,2,567.05,3,2,2,cluster4,'Médio Risco'
17915,546,1,242.13,1,1,1,cluster3,'Muito Alto Risco'
16340,102,3,1526.06,3,3,4,cluster5,'Baixo Risco'
13614,19,6,2359.19,5,4,4,cluster1,'Muito Baixo Risco'
18137,546,2,145.99,1,2,1,cluster3,'Alto Risco'
15976,161,6,1746.64,3,4,4,cluster2,'Baixo Risco'
14128,56,3,924.21,4,3,3,cluster5,'Baixo Risco'
13056,546,1,209.48,1,1,1,cluster3,'Muito Alto Risco'
14247,273,5,772.66,2,4,3,cluster2,'Médio Risco'
14734,421,4,1056.42,1,3,3,cluster3,'Alto Risco'
17009,546,1,242.06,1,1,1,cluster3,'Muito Alto Risco'
14309,3,11,3780.81,5,5,5,cluster1,'Muito Baixo Risco'
15958,69,4,492.99,3,3,2,cluster5,'Médio Risco'
17987,180,5,1003.64,3,4,3,cluster2,'Baixo Risco'
14028,545,3,10396.5,1,3,5,cluster3,'Médio Risco'
15471,375,2,847.08,2,2,3,cluster3,'Médio Risco'
14515,13,12,3749.26,5,5,5,cluster1,'Muito Baixo Risco'
16382,403,2,353.1,2,2,2,cluster3,'Alto Risco'
13699,150,2,764.15,3,2,3,cluster4,'Médio Risco'
17515,26,9,1617.46,4,5,4,cluster1,'Muito Baixo Risco'
14786,545,1,90.96,1,1,1,cluster3,'Muito Alto Risco'
16232,39,7,2712.97,4,4,4,cluster1,'Muito Baixo Risco'
18100,545,1,451.56,1,1,2,cluster3,'Alto Risco'
15872,10,4,795.68,5,3,3,cluster5,'Baixo Risco'
12829,332,3,385.3,2,3,2,cluster5,'Médio Risco'
15551,32,7,1710.08,4,4,4,cluster1,'Muito Baixo Risco'
17040,133,2,463.25,3,2,2,cluster4,'Médio Risco'
17101,5,7,2507.05,5,4,4,cluster1,'Muito Baixo Risco'
15720,19,2,741.92,5,2,3,cluster4,'Baixo Risco'
14498,38,10,3911.27,4,5,5,cluster1,'Muito Baixo Risco'
17784,545,1,112.86,1,1,1,cluster3,'Muito Alto Risco'
13997,514,3,382.31,1,3,2,cluster3,'Alto Risco'
12928,30,12,4304.89,4,5,5,cluster1,'Muito Baixo Risco'
16048,368,4,1075.23,2,3,3,cluster5,'Médio Risco'
17543,545,1,120.05,1,1,1,cluster3,'Muito Alto Risco'
18103,544,1,105.8,1,1,1,cluster3,'Muito Alto Risco'
17440,152,4,323.58,3,3,2,cluster5,'Médio Risco'
15532,20,10,3771.9,4,5,5,cluster1,'Muito Baixo Risco'
14308,544,2,1147.02,1,2,3,cluster3,'Alto Risco'
16072,283,4,4328.89,2,3,5,cluster5,'Médio Risco'
17713,377,4,1198.09,2,3,3,cluster5,'Médio Risco'
14616,238,5,527.78,2,4,2,cluster2,'Médio Risco'
17417,544,1,164.18,1,1,1,cluster3,'Muito Alto Risco'
13502,12,5,780.5,5,4,3,cluster1,'Muito Baixo Risco'
14260,466,3,824.28,1,3,3,cluster3,'Alto Risco'
15352,544,1,114.95,1,1,1,cluster3,'Muito Alto Risco'
17282,125,5,2339.66,3,4,4,cluster2,'Baixo Risco'
17381,4,38,40002.37,5,5,5,cluster1,'Muito Baixo Risco'
16453,526,2,251.71,1,2,1,cluster3,'Alto Risco'
14230,431,3,979.8,1,3,3,cluster3,'Alto Risco'
14615,389,5,951.76,2,4,3,cluster2,'Médio Risco'
17971,543,1,161.94,1,1,1,cluster3,'Muito Alto Risco'
14180,6,33,6319.25,5,5,5,cluster1,'Muito Baixo Risco'
12424,158,4,3340.03,3,3,5,cluster5,'Baixo Risco'
12634,531,2,490,1,2,2,cluster3,'Alto Risco'
17204,170,9,5504.69,3,5,5,cluster2,'Baixo Risco'
13065,368,5,1260.91,2,4,4,cluster2,'Baixo Risco'
17869,102,7,1036.16,3,4,3,cluster2,'Baixo Risco'
15757,61,6,2940.36,3,4,5,cluster2,'Baixo Risco'
15734,110,4,2263.3,3,3,4,cluster5,'Baixo Risco'
15207,411,3,683.92,1,3,3,cluster3,'Alto Risco'
16679,361,3,793.06,2,3,3,cluster5,'Médio Risco'
13438,542,1,46.5,1,1,1,cluster3,'Muito Alto Risco'
14618,4,7,1342.32,5,4,4,cluster1,'Muito Baixo Risco'
15102,526,2,554.67,1,2,2,cluster3,'Alto Risco'
17996,375,3,482.33,2,3,2,cluster5,'Médio Risco'
17691,353,4,780.05,2,3,3,cluster5,'Médio Risco'
16209,84,9,4146.78,3,5,5,cluster2,'Baixo Risco'
16499,355,8,2578.34,2,4,4,cluster2,'Baixo Risco'
17902,542,1,216.4,1,1,1,cluster3,'Muito Alto Risco'
14228,433,3,745.5,1,3,3,cluster3,'Alto Risco'
13794,542,1,126.03,1,1,1,cluster3,'Muito Alto Risco'
16547,542,1,111.71,1,1,1,cluster3,'Muito Alto Risco'
14727,269,3,467.93,2,3,2,cluster5,'Médio Risco'
13337,541,1,1575.26,1,1,4,cluster3,'Alto Risco'
12429,4,8,7485.91,5,4,5,cluster1,'Muito Baixo Risco'
18022,31,5,1651.79,4,4,4,cluster1,'Muito Baixo Risco'
17749,173,3,1026.18,3,3,3,cluster5,'Médio Risco'
13601,40,4,1185.14,4,3,3,cluster5,'Baixo Risco'
14255,541,1,1000.63,1,1,3,cluster3,'Alto Risco'
13745,157,2,777.36,3,2,3,cluster4,'Médio Risco'
16021,390,2,532.25,2,2,2,cluster3,'Alto Risco'
13545,386,2,374.64,2,2,2,cluster3,'Alto Risco'
17790,22,20,2783.61,4,5,4,cluster1,'Muito Baixo Risco'
14224,105,9,1897.9,3,5,4,cluster2,'Baixo Risco'
17923,277,3,497,2,3,2,cluster5,'Médio Risco'
14581,12,2,433.8,5,2,2,cluster4,'Baixo Risco'
16647,165,4,541.9,3,3,2,cluster5,'Médio Risco'
16622,539,1,225.4,1,1,1,cluster3,'Muito Alto Risco'
13383,539,1,305.28,1,1,2,cluster3,'Alto Risco'
13559,508,2,990,1,2,3,cluster3,'Alto Risco'
16625,270,5,1654.03,2,4,4,cluster2,'Baixo Risco'
12897,200,4,514.25,2,3,2,cluster5,'Médio Risco'
15150,13,13,9001.08,5,5,5,cluster1,'Muito Baixo Risco'
18020,539,1,190.48,1,1,1,cluster3,'Muito Alto Risco'
15901,12,7,703.22,5,4,3,cluster1,'Muito Baixo Risco'
15016,168,5,630.3,3,4,3,cluster2,'Baixo Risco'
16007,43,7,3075.14,4,4,5,cluster1,'Muito Baixo Risco'
15361,357,4,689.07,2,3,3,cluster5,'Médio Risco'
15817,416,3,2766.4,1,3,4,cluster3,'Médio Risco'
12637,62,12,8340.31,3,5,5,cluster2,'Baixo Risco'
13069,9,37,9402.89,5,5,5,cluster1,'Muito Baixo Risco'
16500,11,8,791.17,5,4,3,cluster1,'Muito Baixo Risco'
15905,538,1,114.69,1,1,1,cluster3,'Muito Alto Risco'
17922,538,1,170.4,1,1,1,cluster3,'Muito Alto Risco'
14139,41,4,1086.8,4,3,3,cluster5,'Baixo Risco'
16205,26,7,1830.61,4,4,4,cluster1,'Muito Baixo Risco'
13297,3,7,4368.62,5,4,5,cluster1,'Muito Baixo Risco'
17571,45,5,1703.75,4,4,4,cluster1,'Muito Baixo Risco'
15816,537,2,144.15,1,2,1,cluster3,'Alto Risco'
13168,32,5,1875.31,4,4,4,cluster1,'Muito Baixo Risco'
15625,99,9,3236.4,3,5,5,cluster2,'Baixo Risco'
15926,537,1,134.44,1,1,1,cluster3,'Muito Alto Risco'
14634,433,4,2124.46,1,3,4,cluster3,'Médio Risco'
18042,49,2,281.15,4,2,1,cluster4,'Médio Risco'
15040,537,1,7.49,1,1,1,cluster3,'Muito Alto Risco'
17952,373,4,819.61,2,3,3,cluster5,'Médio Risco'
13567,424,4,1083.69,1,3,3,cluster3,'Alto Risco'
13586,536,1,131.53,1,1,1,cluster3,'Muito Alto Risco'
14374,536,1,108,1,1,1,cluster3,'Muito Alto Risco'
15432,18,2,320.76,5,2,2,cluster4,'Baixo Risco'
14375,180,3,1132.99,3,3,3,cluster5,'Médio Risco'
14619,241,2,1291.24,2,2,4,cluster3,'Médio Risco'
14075,15,5,1418.09,5,4,4,cluster1,'Muito Baixo Risco'
17401,536,1,114.85,1,1,1,cluster3,'Muito Alto Risco'
13112,536,1,20.6,1,1,1,cluster3,'Muito Alto Risco'
16492,536,1,385.56,1,1,2,cluster3,'Alto Risco'
13919,54,4,1360.68,4,3,4,cluster5,'Baixo Risco'
16134,17,5,2145.34,5,4,4,cluster1,'Muito Baixo Risco'
17098,377,3,591.07,2,3,2,cluster5,'Médio Risco'
12746,536,1,254.55,1,1,1,cluster3,'Muito Alto Risco'
17692,122,12,2975.8,3,5,5,cluster2,'Baixo Risco'
16515,48,10,3216.3,4,5,5,cluster1,'Muito Baixo Risco'
13608,536,1,236.2,1,1,1,cluster3,'Muito Alto Risco'
14508,17,5,874.94,5,4,3,cluster1,'Muito Baixo Risco'
16925,535,1,125.65,1,1,1,cluster3,'Muito Alto Risco'
17953,535,1,160.82,1,1,1,cluster3,'Muito Alto Risco'
15718,535,1,293.79,1,1,2,cluster3,'Alto Risco'
17341,152,5,1889.83,3,4,4,cluster2,'Baixo Risco'
13277,11,7,523.3,5,4,2,cluster1,'Muito Baixo Risco'
16155,377,5,796.9,2,4,3,cluster2,'Médio Risco'
14919,535,1,359.35,1,1,2,cluster3,'Alto Risco'
12412,70,6,2596.93,3,4,4,cluster2,'Baixo Risco'
14840,263,2,362.71,2,2,2,cluster3,'Alto Risco'
16486,533,1,134.36,1,1,1,cluster3,'Muito Alto Risco'
18128,532,1,420.04,1,1,2,cluster3,'Alto Risco'
15247,118,3,976.06,3,3,3,cluster5,'Médio Risco'
16739,172,2,786.43,3,2,3,cluster4,'Médio Risco'
15786,41,5,8514.82,4,4,5,cluster1,'Muito Baixo Risco'
12469,518,2,3070.54,1,2,5,cluster3,'Médio Risco'
14338,156,3,928.1,3,3,3,cluster5,'Médio Risco'
13707,262,5,3365.86,2,4,5,cluster2,'Baixo Risco'
16815,449,2,410.97,1,2,2,cluster3,'Alto Risco'
16062,5,8,2863.45,5,4,4,cluster1,'Muito Baixo Risco'
16315,326,2,402.71,2,2,2,cluster3,'Alto Risco'
16503,102,11,3614.34,3,5,5,cluster2,'Baixo Risco'
17192,531,1,77.83,1,1,1,cluster3,'Muito Alto Risco'
15081,17,12,1965.72,5,5,4,cluster1,'Muito Baixo Risco'
12774,531,1,98.7,1,1,1,cluster3,'Muito Alto Risco'
16227,220,3,1027.22,2,3,3,cluster5,'Médio Risco'
12724,77,6,2109.28,3,4,4,cluster2,'Baixo Risco'
16894,497,3,1324.06,1,3,4,cluster3,'Médio Risco'
15809,31,7,1274.44,4,4,4,cluster1,'Muito Baixo Risco'
14874,530,1,116.18,1,1,1,cluster3,'Muito Alto Risco'
14793,16,2,625.9,5,2,3,cluster4,'Baixo Risco'
16680,38,3,821.45,4,3,3,cluster5,'Baixo Risco'
17422,11,11,3594.76,5,5,5,cluster1,'Muito Baixo Risco'
12792,252,2,827.01,2,2,3,cluster3,'Médio Risco'
17380,429,3,645,1,3,3,cluster3,'Alto Risco'
14725,20,4,1315.24,4,3,4,cluster5,'Baixo Risco'
17310,382,2,1025.1,2,2,3,cluster3,'Médio Risco'
13942,530,1,320,1,1,2,cluster3,'Alto Risco'
12379,77,4,1620.22,3,3,4,cluster5,'Baixo Risco'
16825,34,5,1826.89,4,4,4,cluster1,'Muito Baixo Risco'
16180,95,13,16249.87,3,5,5,cluster2,'Baixo Risco'
14509,529,1,110.95,1,1,1,cluster3,'Muito Alto Risco'
15248,407,3,1893.93,1,3,4,cluster3,'Médio Risco'
15991,529,1,150.55,1,1,1,cluster3,'Muito Alto Risco'
17304,529,1,111.5,1,1,1,cluster3,'Muito Alto Risco'
15913,529,1,6.3,1,1,1,cluster3,'Muito Alto Risco'
17686,2,9,8296.81,5,5,5,cluster1,'Muito Baixo Risco'
12705,10,14,11762.1,5,5,5,cluster1,'Muito Baixo Risco'
14566,106,4,4092,3,3,5,cluster5,'Baixo Risco'
16683,529,1,320.25,1,1,2,cluster3,'Alto Risco'
15043,26,6,2873.8,4,4,4,cluster1,'Muito Baixo Risco'
12741,524,2,406.07,1,2,2,cluster3,'Alto Risco'
17099,528,1,582.17,1,1,2,cluster3,'Alto Risco'
15629,445,4,2240.9,1,3,4,cluster3,'Médio Risco'
14326,237,3,940.98,2,3,3,cluster5,'Médio Risco'
16961,111,3,794.56,3,3,3,cluster5,'Médio Risco'
15824,448,2,890.94,1,2,3,cluster3,'Alto Risco'
16539,215,9,3396.81,2,5,5,cluster2,'Baixo Risco'
15779,458,2,124.08,1,2,1,cluster3,'Alto Risco'
14058,458,2,469.19,1,2,2,cluster3,'Alto Risco'
13861,424,2,273.26,1,2,1,cluster3,'Alto Risco'
14199,213,4,1091.7,2,3,3,cluster5,'Médio Risco'
17194,269,3,812.5,2,3,3,cluster5,'Médio Risco'
16529,185,4,2012,3,3,4,cluster5,'Baixo Risco'
15264,59,2,848.4,4,2,3,cluster4,'Baixo Risco'
17812,8,7,1165.89,5,4,3,cluster1,'Muito Baixo Risco'
16733,525,1,259.68,1,1,1,cluster3,'Muito Alto Risco'
17437,525,1,373.17,1,1,2,cluster3,'Alto Risco'
16012,30,5,2989.79,4,4,5,cluster1,'Muito Baixo Risco'
13129,447,2,233.25,1,2,1,cluster3,'Alto Risco'
17578,213,7,1047.33,2,4,3,cluster2,'Médio Risco'
13123,468,2,506.75,1,2,2,cluster3,'Alto Risco'
12451,6,8,12669.88,5,4,5,cluster1,'Muito Baixo Risco'
12784,4,3,1804.75,5,3,4,cluster5,'Muito Baixo Risco'
17326,403,2,321.95,2,2,2,cluster3,'Alto Risco'
12485,524,1,708.1,1,1,3,cluster3,'Alto Risco'
14020,12,4,1249.01,5,3,4,cluster5,'Muito Baixo Risco'
13859,321,2,515.86,2,2,2,cluster3,'Alto Risco'
12527,77,5,735.51,3,4,3,cluster2,'Baixo Risco'
12799,524,1,219.35,1,1,1,cluster3,'Muito Alto Risco'
13023,59,3,1449.03,4,3,4,cluster5,'Baixo Risco'
13299,264,3,1218.7,2,3,3,cluster5,'Médio Risco'
14774,524,1,241.45,1,1,1,cluster3,'Muito Alto Risco'
12788,458,4,444.9,1,3,2,cluster3,'Alto Risco'
12529,524,1,316.48,1,1,2,cluster3,'Alto Risco'
13620,523,1,112.34,1,1,1,cluster3,'Muito Alto Risco'
15430,463,2,954.75,1,2,3,cluster3,'Alto Risco'
12415,19,28,144458.37,5,5,5,cluster1,'Muito Baixo Risco'
15842,388,2,548.8,2,2,2,cluster3,'Alto Risco'
13752,119,7,1590.73,3,4,4,cluster2,'Baixo Risco'
13739,13,2,292.2,5,2,2,cluster4,'Baixo Risco'
14398,396,2,707.79,2,2,3,cluster3,'Médio Risco'
17666,61,4,1728.72,3,3,4,cluster5,'Baixo Risco'
18053,66,3,571.07,3,3,2,cluster5,'Médio Risco'
14217,7,22,3322.41,5,5,5,cluster1,'Muito Baixo Risco'
15486,523,1,102,1,1,1,cluster3,'Muito Alto Risco'
17748,522,1,358.15,1,1,2,cluster3,'Alto Risco'
13814,87,3,2257.32,3,3,4,cluster5,'Baixo Risco'
13649,252,6,1678.88,2,4,4,cluster2,'Baixo Risco'
12575,453,2,622.82,1,2,3,cluster3,'Alto Risco'
12653,144,3,4160.83,3,3,5,cluster5,'Baixo Risco'
15852,182,3,257.26,3,3,1,cluster5,'Médio Risco'
17239,308,4,1189.45,2,3,3,cluster5,'Médio Risco'
15888,76,3,429.16,3,3,2,cluster5,'Médio Risco'
18109,2,37,9201.29,5,5,5,cluster1,'Muito Baixo Risco'
17651,7,16,5703.52,5,5,5,cluster1,'Muito Baixo Risco'
13302,150,2,159.2,3,2,1,cluster4,'Médio Risco'
15851,522,1,109.73,1,1,1,cluster3,'Muito Alto Risco'
16926,366,5,1421.35,2,4,4,cluster2,'Baixo Risco'
12576,31,8,2142.72,4,4,4,cluster1,'Muito Baixo Risco'
13292,34,5,994.51,4,4,3,cluster1,'Baixo Risco'
13439,250,3,986.61,2,3,3,cluster5,'Médio Risco'
17187,222,2,467.71,2,2,2,cluster3,'Alto Risco'
18217,24,4,945.04,4,3,3,cluster5,'Baixo Risco'
17080,18,7,957.53,5,4,3,cluster1,'Muito Baixo Risco'
16907,24,9,1707.9,4,5,4,cluster1,'Muito Baixo Risco'
14693,260,7,1165.36,2,4,3,cluster2,'Médio Risco'
18230,4,9,4291.06,5,5,5,cluster1,'Muito Baixo Risco'
12633,54,7,5678.16,4,4,5,cluster1,'Muito Baixo Risco'
14699,209,4,702.6,2,3,3,cluster5,'Médio Risco'
14963,5,12,3164.48,5,5,5,cluster1,'Muito Baixo Risco'
13246,13,11,3387.43,5,5,5,cluster1,'Muito Baixo Risco'
14366,520,1,136,1,1,1,cluster3,'Muito Alto Risco'
13125,519,1,158.57,1,1,1,cluster3,'Muito Alto Risco'
14647,196,2,519.97,2,2,2,cluster3,'Alto Risco'
16032,451,6,1970.45,1,4,4,cluster2,'Médio Risco'
13029,26,5,1927.3,4,4,4,cluster1,'Muito Baixo Risco'
17376,66,4,453.64,3,3,2,cluster5,'Médio Risco'
15627,452,2,566.9,1,2,2,cluster3,'Alto Risco'
15678,48,3,1893.89,4,3,4,cluster5,'Baixo Risco'
16110,40,4,1819.27,4,3,4,cluster5,'Baixo Risco'
15969,45,4,992.05,4,3,3,cluster5,'Baixo Risco'
12953,5,2,828.81,5,2,3,cluster4,'Baixo Risco'
12693,122,7,1703.02,3,4,4,cluster2,'Baixo Risco'
15076,168,3,1447.74,3,3,4,cluster5,'Baixo Risco'
14900,517,1,13.92,1,1,1,cluster3,'Muito Alto Risco'
16576,415,2,540.87,1,2,2,cluster3,'Alto Risco'
17901,24,3,260.08,4,3,1,cluster5,'Baixo Risco'
12403,45,2,1019.36,4,2,3,cluster4,'Baixo Risco'
12730,517,1,829.25,1,1,3,cluster3,'Alto Risco'
14452,6,4,665.59,5,3,3,cluster5,'Baixo Risco'
12749,18,8,6134.3,5,4,5,cluster1,'Muito Baixo Risco'
13909,418,2,286.6,1,2,2,cluster3,'Alto Risco'
16443,516,1,162.24,1,1,1,cluster3,'Muito Alto Risco'
15133,123,5,1806.9,3,4,4,cluster2,'Baixo Risco'
17129,515,1,31.85,1,1,1,cluster3,'Muito Alto Risco'
13534,28,34,7363.7,4,5,5,cluster1,'Muito Baixo Risco'
16649,515,1,306.58,1,1,2,cluster3,'Alto Risco'
15056,515,1,133.45,1,1,1,cluster3,'Muito Alto Risco'
13677,400,2,556.19,2,2,2,cluster3,'Alto Risco'
15127,61,2,711.5,3,2,3,cluster4,'Médio Risco'
12782,145,10,4365.99,3,5,5,cluster2,'Baixo Risco'
12592,87,5,2582.66,3,4,4,cluster2,'Baixo Risco'
16650,67,7,1916.11,3,4,4,cluster2,'Baixo Risco'
12963,4,12,3601.59,5,5,5,cluster1,'Muito Baixo Risco'
18279,514,1,231.34,1,1,1,cluster3,'Muito Alto Risco'
12841,10,38,7389.67,5,5,5,cluster1,'Muito Baixo Risco'
13399,459,3,275.4,1,3,1,cluster3,'Alto Risco'
17492,243,3,1122.42,2,3,3,cluster5,'Médio Risco'
14580,513,1,14.85,1,1,1,cluster3,'Muito Alto Risco'
15283,385,3,148.33,2,3,1,cluster5,'Médio Risco'
16049,35,6,1899.68,4,4,4,cluster1,'Muito Baixo Risco'
14516,511,1,163.92,1,1,1,cluster3,'Muito Alto Risco'
13779,511,1,161.13,1,1,1,cluster3,'Muito Alto Risco'
18238,511,1,270.92,1,1,1,cluster3,'Muito Alto Risco'
17143,412,2,924.11,1,2,3,cluster3,'Alto Risco'
14248,313,3,1032.95,2,3,3,cluster5,'Médio Risco'
16469,19,5,828.91,5,4,3,cluster1,'Muito Baixo Risco'
13428,5,3,499.98,5,3,2,cluster5,'Baixo Risco'
16435,507,3,1011.57,1,3,3,cluster3,'Alto Risco'
17408,159,3,316.09,3,3,2,cluster5,'Médio Risco'
14610,391,2,24.35,2,2,1,cluster3,'Alto Risco'
17714,316,5,1410.18,2,4,4,cluster2,'Baixo Risco'
18123,19,3,684.59,5,3,3,cluster5,'Baixo Risco'
17034,11,5,1283.92,5,4,4,cluster1,'Muito Baixo Risco'
15332,361,6,6553.74,2,4,5,cluster2,'Baixo Risco'
18096,7,6,1805.28,5,4,4,cluster1,'Muito Baixo Risco'
16172,90,8,1884.55,3,4,4,cluster2,'Baixo Risco'
14007,508,1,79.48,1,1,1,cluster3,'Muito Alto Risco'
15530,17,5,1813.72,5,4,4,cluster1,'Muito Baixo Risco'
17559,508,1,167.62,1,1,1,cluster3,'Muito Alto Risco'
17783,67,3,379.91,3,3,2,cluster5,'Médio Risco'
13255,5,3,904.46,5,3,3,cluster5,'Baixo Risco'
14084,507,1,150.5,1,1,1,cluster3,'Muito Alto Risco'
16251,507,1,128.31,1,1,1,cluster3,'Muito Alto Risco'
17968,369,4,888.04,2,3,3,cluster5,'Médio Risco'
18021,505,2,227.06,1,2,1,cluster3,'Alto Risco'
15908,486,2,764.57,1,2,3,cluster3,'Alto Risco'
17921,59,10,2423.5,4,5,4,cluster1,'Muito Baixo Risco'
15452,25,6,1799.11,4,4,4,cluster1,'Muito Baixo Risco'
13959,74,6,1076.18,3,4,3,cluster2,'Baixo Risco'
17680,19,3,497.45,5,3,2,cluster5,'Baixo Risco'
12977,151,4,517.63,3,3,2,cluster5,'Médio Risco'
16128,13,11,3801.05,5,5,5,cluster1,'Muito Baixo Risco'
17541,505,1,124.46,1,1,1,cluster3,'Muito Alto Risco'
17261,505,1,230.44,1,1,1,cluster3,'Muito Alto Risco'
14553,14,9,1841.54,5,5,4,cluster1,'Muito Baixo Risco'
15151,418,2,2085.61,1,2,4,cluster3,'Alto Risco'
17339,89,3,362.36,3,3,2,cluster5,'Médio Risco'
15189,3,44,16771.56,5,5,5,cluster1,'Muito Baixo Risco'
16496,4,6,2330.77,5,4,4,cluster1,'Muito Baixo Risco'
14674,504,1,173.66,1,1,1,cluster3,'Muito Alto Risco'
16089,381,2,271.44,2,2,1,cluster3,'Alto Risco'
14599,385,2,474.54,2,2,2,cluster3,'Alto Risco'
12696,430,2,851.91,1,2,3,cluster3,'Alto Risco'
16861,55,5,946.59,4,4,3,cluster1,'Baixo Risco'
15788,504,1,221.83,1,1,1,cluster3,'Muito Alto Risco'
17395,503,1,97.5,1,1,1,cluster3,'Muito Alto Risco'
17090,48,12,2925.44,4,5,4,cluster1,'Muito Baixo Risco'
17470,40,11,2804.87,4,5,4,cluster1,'Muito Baixo Risco'
12864,134,2,299.57,3,2,2,cluster4,'Médio Risco'
14922,389,2,843.74,2,2,3,cluster3,'Médio Risco'
13509,4,8,1114.72,5,4,3,cluster1,'Muito Baixo Risco'
16129,402,3,1396.05,2,3,4,cluster5,'Médio Risco'
15617,391,3,828.55,2,3,3,cluster5,'Médio Risco'
12480,23,7,5464.85,4,4,5,cluster1,'Muito Baixo Risco'
14797,502,1,300.31,1,1,2,cluster3,'Alto Risco'
12720,10,29,7878.2,5,5,5,cluster1,'Muito Baixo Risco'
13913,502,1,42.22,1,1,1,cluster3,'Muito Alto Risco'
13444,370,2,631.68,2,2,3,cluster3,'Médio Risco'
18074,369,2,1509.04,2,2,4,cluster3,'Médio Risco'
14858,501,1,180.75,1,1,1,cluster3,'Muito Alto Risco'
16975,418,3,926.12,1,3,3,cluster3,'Alto Risco'
17643,368,2,541.25,2,2,2,cluster3,'Alto Risco'
16555,30,6,1915.68,4,4,4,cluster1,'Muito Baixo Risco'
12421,11,6,1098.6,5,4,3,cluster1,'Muito Baixo Risco'
16165,500,1,79.9,1,1,1,cluster3,'Muito Alto Risco'
17918,496,3,396.39,1,3,2,cluster3,'Alto Risco'
14236,76,5,1744.64,3,4,4,cluster2,'Baixo Risco'
17177,500,1,119.5,1,1,1,cluster3,'Muito Alto Risco'
13788,500,1,3.75,1,1,1,cluster3,'Muito Alto Risco'
18026,496,2,2074.07,1,2,4,cluster3,'Alto Risco'
12595,500,1,299.02,1,1,2,cluster3,'Alto Risco'
16203,54,6,1114.54,4,4,3,cluster1,'Baixo Risco'
13665,382,3,1711.66,2,3,4,cluster5,'Médio Risco'
14312,42,11,3090.29,4,5,5,cluster1,'Muito Baixo Risco'
18132,499,1,226.9,1,1,1,cluster3,'Muito Alto Risco'
18244,426,2,568.64,1,2,2,cluster3,'Alto Risco'
17112,498,1,205.17,1,1,1,cluster3,'Muito Alto Risco'
12866,278,3,1227.35,2,3,3,cluster5,'Médio Risco'
15431,498,1,153.24,1,1,1,cluster3,'Muito Alto Risco'
12410,304,3,1013.71,2,3,3,cluster5,'Médio Risco'
13239,257,5,1594.69,2,4,4,cluster2,'Baixo Risco'
13250,456,2,256.04,1,2,1,cluster3,'Alto Risco'
12889,376,4,385.46,2,3,2,cluster5,'Médio Risco'
13137,6,16,7712.7,5,5,5,cluster1,'Muito Baixo Risco'
15378,458,2,246.5,1,2,1,cluster3,'Alto Risco'
12476,11,23,14115.41,5,5,5,cluster1,'Muito Baixo Risco'
15080,423,2,546.25,1,2,2,cluster3,'Alto Risco'
17494,497,1,54.7,1,1,1,cluster3,'Muito Alto Risco'
