@relation 60_dados_treino

@attribute 'Customer ID' numeric
@attribute Recency numeric
@attribute Frequency numeric
@attribute MonetaryValue numeric
@attribute Recency_score {1,2,3,4,5}
@attribute Frequency_score {1,2,3,4,5}
@attribute Monetary_score {1,2,3,4,5}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5}
@attribute ChurnRisk_description {'Muito Baixo Risco', 'Baixo Risco','Médio Risco','Alto Risco','Muito Alto Risco'}

@data
14761,54,3,447.92,4,3,2,cluster5,'Baixo Risco'
16998,145,5,402,3,4,2,cluster2,'Baixo Risco'
15728,375,2,544.6,2,2,2,cluster3,'Alto Risco'
14126,3,4,1172.46,5,3,3,cluster5,'Baixo Risco'
17161,439,1,856.01,1,1,3,cluster3,'Alto Risco'
14933,439,4,1770,1,3,4,cluster3,'Médio Risco'
12578,16,4,4642.45,5,3,5,cluster5,'Muito Baixo Risco'
17840,439,1,185.72,1,1,1,cluster3,'Muito Alto Risco'
14570,276,3,613.75,2,3,3,cluster5,'Médio Risco'
13205,438,1,2803.2,1,1,4,cluster3,'Alto Risco'
15761,438,1,143.05,1,1,1,cluster3,'Muito Alto Risco'
16857,438,1,352.8,1,1,2,cluster3,'Alto Risco'
13519,73,2,343.21,3,2,2,cluster4,'Médio Risco'
13264,438,1,722.56,1,1,3,cluster3,'Alto Risco'
18107,438,1,167.13,1,1,1,cluster3,'Muito Alto Risco'
15140,47,8,3243.69,4,4,5,cluster1,'Muito Baixo Risco'
16856,10,3,358.49,5,3,2,cluster5,'Baixo Risco'
18193,160,3,1207.35,3,3,3,cluster5,'Médio Risco'
15476,375,4,2209.98,2,3,4,cluster5,'Médio Risco'
16298,18,7,1085.7,5,4,3,cluster1,'Muito Baixo Risco'
16546,286,5,5606.47,2,4,5,cluster2,'Baixo Risco'
16261,12,6,1059.45,5,4,3,cluster1,'Muito Baixo Risco'
16775,5,16,3056.89,5,5,5,cluster1,'Muito Baixo Risco'
14992,437,1,210.5,1,1,1,cluster3,'Muito Alto Risco'
17134,102,3,637.1,3,3,3,cluster5,'Médio Risco'
16531,17,11,2298.33,5,5,4,cluster1,'Muito Baixo Risco'
14875,103,3,2862.4,3,3,4,cluster5,'Baixo Risco'
17567,2,9,5356.03,5,5,5,cluster1,'Muito Baixo Risco'
16692,251,4,1914.7,2,3,4,cluster5,'Médio Risco'
16140,61,3,1557.6,3,3,4,cluster5,'Baixo Risco'
14934,77,5,3503.5,3,4,5,cluster2,'Baixo Risco'
17396,34,14,8807.1,4,5,5,cluster1,'Muito Baixo Risco'
14226,24,6,3002.53,4,4,5,cluster1,'Muito Baixo Risco'
12871,79,3,744.02,3,3,3,cluster5,'Médio Risco'
17062,309,6,1208.22,2,4,3,cluster2,'Médio Risco'
14094,435,1,335.22,1,1,2,cluster3,'Alto Risco'
14269,435,1,295.73,1,1,2,cluster3,'Alto Risco'
13118,15,9,2415.41,5,5,4,cluster1,'Muito Baixo Risco'
14806,70,2,303.43,3,2,2,cluster4,'Médio Risco'
13281,434,1,350.85,1,1,2,cluster3,'Alto Risco'
12449,17,6,4835.89,5,4,5,cluster1,'Muito Baixo Risco'
15469,45,3,874.25,4,3,3,cluster5,'Baixo Risco'
17919,83,2,1840.32,3,2,4,cluster4,'Médio Risco'
17315,13,42,9460.42,5,5,5,cluster1,'Muito Baixo Risco'
15616,434,1,317.11,1,1,2,cluster3,'Alto Risco'
12348,71,5,2019.4,3,4,4,cluster2,'Baixo Risco'
16211,84,3,1090.59,3,3,3,cluster5,'Médio Risco'
14328,433,1,445.05,1,1,2,cluster3,'Alto Risco'
17524,356,3,539.14,2,3,2,cluster5,'Médio Risco'
13290,433,1,208.63,1,1,1,cluster3,'Muito Alto Risco'
13687,433,1,11880.84,1,1,5,cluster3,'Alto Risco'
14802,433,2,1502.98,1,2,4,cluster3,'Alto Risco'
17280,433,1,118.86,1,1,1,cluster3,'Muito Alto Risco'
17450,3,51,246973.09,5,5,5,cluster1,'Muito Baixo Risco'
13139,11,8,8202.98,5,4,5,cluster1,'Muito Baixo Risco'
16362,28,6,946.94,4,4,3,cluster1,'Baixo Risco'
13073,406,2,418.08,2,2,2,cluster3,'Alto Risco'
16269,433,1,717.57,1,1,3,cluster3,'Alto Risco'
13970,381,2,846.55,2,2,3,cluster3,'Médio Risco'
15347,361,4,1363.6,2,3,4,cluster5,'Médio Risco'
13386,410,2,835.46,1,2,3,cluster3,'Alto Risco'
14597,7,6,2201.54,5,4,4,cluster1,'Muito Baixo Risco'
17007,46,7,1120.1,4,4,3,cluster1,'Baixo Risco'
16198,70,2,1030.041,3,2,3,cluster4,'Médio Risco'
15871,432,1,33.1,1,1,1,cluster3,'Muito Alto Risco'
13754,147,3,447.05,3,3,2,cluster5,'Médio Risco'
14410,87,11,2651.14,3,5,4,cluster2,'Baixo Risco'
13927,70,2,708.26,3,2,3,cluster4,'Médio Risco'
16237,432,1,136.65,1,1,1,cluster3,'Muito Alto Risco'
12964,432,1,132.24,1,1,1,cluster3,'Muito Alto Risco'
13639,69,2,1346.27,3,2,4,cluster4,'Médio Risco'
16148,291,2,386.62,2,2,2,cluster3,'Alto Risco'
12946,432,1,324.45,1,1,2,cluster3,'Alto Risco'
13804,26,9,3208.52,4,5,5,cluster1,'Muito Baixo Risco'
16783,432,1,391.95,1,1,2,cluster3,'Alto Risco'
14843,432,1,211.8,1,1,1,cluster3,'Muito Alto Risco'
14891,143,4,1106.73,3,3,3,cluster5,'Médio Risco'
17257,432,2,192.73,1,2,1,cluster3,'Alto Risco'
14829,24,7,1692.84,4,4,4,cluster1,'Muito Baixo Risco'
14449,14,8,2482.8,5,4,4,cluster1,'Muito Baixo Risco'
14510,371,3,1007.28,2,3,3,cluster5,'Médio Risco'
13105,431,1,72,1,1,1,cluster3,'Muito Alto Risco'
13257,431,1,149.75,1,1,1,cluster3,'Muito Alto Risco'
16489,375,2,303.7,2,2,2,cluster3,'Alto Risco'
16490,431,1,205.41,1,1,1,cluster3,'Muito Alto Risco'
12661,431,1,162,1,1,1,cluster3,'Muito Alto Risco'
13556,424,2,200.82,1,2,1,cluster3,'Alto Risco'
14004,38,11,6258.45,4,5,5,cluster1,'Muito Baixo Risco'
13962,17,3,362.8,5,3,2,cluster5,'Baixo Risco'
16368,23,2,445.26,4,2,2,cluster4,'Baixo Risco'
14953,20,4,1013.77,4,3,3,cluster5,'Baixo Risco'
13966,431,1,390.86,1,1,2,cluster3,'Alto Risco'
12562,3,9,4966.92,5,5,5,cluster1,'Muito Baixo Risco'
16214,166,4,2038.25,3,3,4,cluster5,'Baixo Risco'
14742,430,1,579.85,1,1,2,cluster3,'Alto Risco'
15736,430,2,1815.72,1,2,4,cluster3,'Alto Risco'
16958,430,1,809.44,1,1,3,cluster3,'Alto Risco'
14800,43,17,7774.32,4,5,5,cluster1,'Muito Baixo Risco'
15960,369,4,410.95,2,3,2,cluster5,'Médio Risco'
13108,368,2,1098.52,2,2,3,cluster3,'Médio Risco'
14568,430,1,919.7,1,1,3,cluster3,'Alto Risco'
15243,69,2,927.28,3,2,3,cluster4,'Médio Risco'
13763,58,3,5217.44,4,3,5,cluster5,'Baixo Risco'
12457,62,8,2995.91,3,4,5,cluster2,'Baixo Risco'
16044,430,1,340.84,1,1,2,cluster3,'Alto Risco'
14657,13,6,1460.87,5,4,4,cluster1,'Muito Baixo Risco'
12817,276,3,690.98,2,3,3,cluster5,'Médio Risco'
17533,430,1,34.8,1,1,1,cluster3,'Muito Alto Risco'
16306,209,7,1192.82,2,4,3,cluster2,'Médio Risco'
14303,402,2,277.94,2,2,1,cluster3,'Alto Risco'
17521,25,5,1278.06,4,4,4,cluster1,'Muito Baixo Risco'
13002,313,3,414.13,2,3,2,cluster5,'Médio Risco'
15261,130,4,1508,3,3,4,cluster5,'Baixo Risco'
17360,13,6,1231.38,5,4,3,cluster1,'Muito Baixo Risco'
15276,61,4,649.53,3,3,3,cluster5,'Médio Risco'
15190,430,1,834.44,1,1,3,cluster3,'Alto Risco'
16606,399,2,357.66,2,2,2,cluster3,'Alto Risco'
13198,5,8,4974.23,5,4,5,cluster1,'Muito Baixo Risco'
12652,326,2,1017.03,2,2,3,cluster3,'Médio Risco'
18266,429,1,251.1,1,1,1,cluster3,'Muito Alto Risco'
13380,428,1,62.4,1,1,1,cluster3,'Muito Alto Risco'
17022,26,2,260,4,2,1,cluster4,'Médio Risco'
13674,428,1,240.68,1,1,1,cluster3,'Muito Alto Risco'
18270,33,3,444.55,4,3,2,cluster5,'Baixo Risco'
16848,48,4,1411.62,4,3,4,cluster5,'Baixo Risco'
13014,6,11,5381.08,5,5,5,cluster1,'Muito Baixo Risco'
14254,428,1,601.03,1,1,2,cluster3,'Alto Risco'
15351,8,10,3738.29,5,5,5,cluster1,'Muito Baixo Risco'
13642,211,4,514.72,2,3,2,cluster5,'Médio Risco'
14310,428,1,492.1,1,1,2,cluster3,'Alto Risco'
15859,428,1,438.46,1,1,2,cluster3,'Alto Risco'
14392,428,1,266.4,1,1,1,cluster3,'Muito Alto Risco'
14008,428,1,509.04,1,1,2,cluster3,'Alto Risco'
16407,8,14,2821.65,5,5,4,cluster1,'Muito Baixo Risco'
15143,221,2,563.63,2,2,2,cluster3,'Alto Risco'
13245,46,2,989.22,4,2,3,cluster4,'Baixo Risco'
14462,61,12,2270.01,3,5,4,cluster2,'Baixo Risco'
16312,427,1,171.15,1,1,1,cluster3,'Muito Alto Risco'
14579,427,1,105.56,1,1,1,cluster3,'Muito Alto Risco'
15579,64,5,1302.5,3,4,4,cluster2,'Baixo Risco'
13326,427,1,281.76,1,1,1,cluster3,'Muito Alto Risco'
16817,28,12,2587.57,4,5,4,cluster1,'Muito Baixo Risco'
17375,194,4,660.55,2,3,3,cluster5,'Médio Risco'
15159,13,31,20281.94,5,5,5,cluster1,'Muito Baixo Risco'
17621,16,6,3175.12,5,4,5,cluster1,'Muito Baixo Risco'
13367,427,1,510.2,1,1,2,cluster3,'Alto Risco'
16476,427,1,350.35,1,1,2,cluster3,'Alto Risco'
13441,87,2,720.9,3,2,3,cluster4,'Médio Risco'
18284,427,1,461.68,1,1,2,cluster3,'Alto Risco'
14065,384,3,891.02,2,3,3,cluster5,'Médio Risco'
12486,427,1,1037.28,1,1,3,cluster3,'Alto Risco'
14353,210,3,376.5,2,3,2,cluster5,'Médio Risco'
15392,25,6,2607.21,4,4,4,cluster1,'Muito Baixo Risco'
13144,328,2,135.35,2,2,1,cluster3,'Alto Risco'
15730,61,5,1726.58,3,4,4,cluster2,'Baixo Risco'
15778,426,1,307.95,1,1,2,cluster3,'Alto Risco'
18017,76,4,688,3,3,3,cluster5,'Médio Risco'
15346,328,3,596.12,2,3,2,cluster5,'Médio Risco'
16061,426,1,89.65,1,1,1,cluster3,'Muito Alto Risco'
13035,69,3,1364.2,3,3,4,cluster5,'Baixo Risco'
14314,102,2,229.8,3,2,1,cluster4,'Médio Risco'
13177,60,2,512.2,3,2,2,cluster4,'Médio Risco'
13964,382,2,438.9,2,2,2,cluster3,'Alto Risco'
14470,7,3,712.04,5,3,3,cluster5,'Baixo Risco'
14991,426,1,314.67,1,1,2,cluster3,'Alto Risco'
15490,426,1,217.6,1,1,1,cluster3,'Muito Alto Risco'
14663,425,2,490.6,1,2,2,cluster3,'Alto Risco'
16348,27,8,1798.22,4,4,4,cluster1,'Muito Baixo Risco'
17097,5,8,1196.3,5,4,3,cluster1,'Muito Baixo Risco'
17657,425,1,126,1,1,1,cluster3,'Muito Alto Risco'
13306,425,1,53.65,1,1,1,cluster3,'Muito Alto Risco'
15782,5,4,4014.1,5,3,5,cluster5,'Muito Baixo Risco'
14350,269,3,972.03,2,3,3,cluster5,'Médio Risco'
16760,425,1,228,1,1,1,cluster3,'Muito Alto Risco'
15857,14,2,570.48,5,2,2,cluster4,'Baixo Risco'
15128,55,5,1783.68,4,4,4,cluster1,'Muito Baixo Risco'
13055,73,4,2321.11,3,3,4,cluster5,'Baixo Risco'
13033,352,2,220.55,2,2,1,cluster3,'Alto Risco'
13022,425,1,65.3,1,1,1,cluster3,'Muito Alto Risco'
15934,413,2,2190.66,1,2,4,cluster3,'Alto Risco'
17429,123,5,1357.46,3,4,4,cluster2,'Baixo Risco'
16437,376,2,301.25,2,2,2,cluster3,'Alto Risco'
13818,425,1,61.28,1,1,1,cluster3,'Muito Alto Risco'
14810,36,13,2537.02,4,5,4,cluster1,'Muito Baixo Risco'
17045,108,5,827.68,3,4,3,cluster2,'Baixo Risco'
15973,362,3,988.44,2,3,3,cluster5,'Médio Risco'
17008,424,1,81.36,1,1,1,cluster3,'Muito Alto Risco'
16149,137,2,305.38,3,2,2,cluster4,'Médio Risco'
14339,238,2,620.27,2,2,3,cluster3,'Médio Risco'
13423,424,1,217.03,1,1,1,cluster3,'Muito Alto Risco'
17525,355,3,1161.9,2,3,3,cluster5,'Médio Risco'
12511,424,1,3084.02,1,1,5,cluster3,'Alto Risco'
17249,424,1,68.03,1,1,1,cluster3,'Muito Alto Risco'
14490,401,2,1273.47,2,2,4,cluster3,'Médio Risco'
14118,424,1,458.45,1,1,2,cluster3,'Alto Risco'
12903,424,1,833.53,1,1,3,cluster3,'Alto Risco'
13569,13,4,893.78,5,3,3,cluster5,'Baixo Risco'
17354,46,4,3143.46,4,3,5,cluster5,'Baixo Risco'
14266,423,1,40.56,1,1,1,cluster3,'Muito Alto Risco'
12393,67,6,2399.45,3,4,4,cluster2,'Baixo Risco'
16980,250,3,1473.33,2,3,4,cluster5,'Médio Risco'
16411,14,4,910.19,5,3,3,cluster5,'Baixo Risco'
15314,194,3,820.45,2,3,3,cluster5,'Médio Risco'
13776,423,2,623.98,1,2,3,cluster3,'Alto Risco'
16350,16,9,2253.89,5,5,4,cluster1,'Muito Baixo Risco'
15931,423,1,239.9,1,1,1,cluster3,'Muito Alto Risco'
14358,384,2,400.06,2,2,2,cluster3,'Alto Risco'
16111,423,1,562.48,1,1,2,cluster3,'Alto Risco'
15598,48,2,548.02,4,2,2,cluster4,'Baixo Risco'
17196,423,1,352.9,1,1,2,cluster3,'Alto Risco'
17864,8,5,924.32,5,4,3,cluster1,'Muito Baixo Risco'
15281,54,16,8543.57,4,5,5,cluster1,'Muito Baixo Risco'
12811,256,5,1033.9,2,4,3,cluster2,'Médio Risco'
14904,21,3,1012.16,4,3,3,cluster5,'Baixo Risco'
14846,422,1,437.4,1,1,2,cluster3,'Alto Risco'
15708,36,9,4378.72,4,5,5,cluster1,'Muito Baixo Risco'
14127,118,6,1900.08,3,4,4,cluster2,'Baixo Risco'
16579,421,1,295.05,1,1,2,cluster3,'Alto Risco'
17152,190,4,2016.5,3,3,4,cluster5,'Baixo Risco'
15177,421,1,948.93,1,1,3,cluster3,'Alto Risco'
15645,14,3,1055.17,5,3,3,cluster5,'Baixo Risco'
13083,71,2,284.07,3,2,1,cluster4,'Médio Risco'
14390,5,13,6399.83,5,5,5,cluster1,'Muito Baixo Risco'
15038,54,9,1309.86,4,5,4,cluster1,'Muito Baixo Risco'
14571,420,1,161.65,1,1,1,cluster3,'Muito Alto Risco'
17111,42,2,476.58,4,2,2,cluster4,'Baixo Risco'
16122,68,6,1001.34,3,4,3,cluster2,'Baixo Risco'
13362,4,7,5394.07,5,4,5,cluster1,'Muito Baixo Risco'
15277,42,2,476.34,4,2,2,cluster4,'Baixo Risco'
13747,369,2,249.4,2,2,1,cluster3,'Alto Risco'
12356,18,6,6373.68,5,4,5,cluster1,'Muito Baixo Risco'
14756,10,3,2653.76,5,3,4,cluster5,'Muito Baixo Risco'
15948,3,3,1509.09,5,3,4,cluster5,'Muito Baixo Risco'
14412,38,3,1426.19,4,3,4,cluster5,'Baixo Risco'
17264,420,1,279.59,1,1,1,cluster3,'Muito Alto Risco'
12797,361,2,806.11,2,2,3,cluster3,'Médio Risco'
16527,76,2,1272.44,3,2,4,cluster4,'Médio Risco'
14319,419,1,494.85,1,1,2,cluster3,'Alto Risco'
15834,65,7,3772.99,3,4,5,cluster2,'Baixo Risco'
17004,41,4,2425.16,4,3,4,cluster5,'Baixo Risco'
17273,419,1,141.12,1,1,1,cluster3,'Muito Alto Risco'
15024,5,16,4075.51,5,5,5,cluster1,'Muito Baixo Risco'
13546,7,5,1092.14,5,4,3,cluster1,'Muito Baixo Risco'
17710,419,1,293.5,1,1,2,cluster3,'Alto Risco'
13912,419,1,124.95,1,1,1,cluster3,'Muito Alto Risco'
12655,419,1,261.35,1,1,1,cluster3,'Muito Alto Risco'
13368,252,4,1121.5,2,3,3,cluster5,'Médio Risco'
17094,318,2,402.2,2,2,2,cluster3,'Alto Risco'
14981,241,2,372.92,2,2,2,cluster3,'Alto Risco'
14746,401,4,593.5,2,3,2,cluster5,'Médio Risco'
17708,183,4,887.93,3,3,3,cluster5,'Médio Risco'
15208,26,5,762.92,4,4,3,cluster1,'Baixo Risco'
17104,419,1,474.03,1,1,2,cluster3,'Alto Risco'
14240,25,3,1247.49,4,3,4,cluster5,'Baixo Risco'
13968,418,1,123.66,1,1,1,cluster3,'Muito Alto Risco'
12553,3,12,4608.75,5,5,5,cluster1,'Muito Baixo Risco'
14263,418,1,322.93,1,1,2,cluster3,'Alto Risco'
16263,418,1,351.01,1,1,2,cluster3,'Alto Risco'
12467,418,1,132.8,1,1,1,cluster3,'Muito Alto Risco'
17944,418,1,75.41,1,1,1,cluster3,'Muito Alto Risco'
12629,381,2,1558.22,2,2,4,cluster3,'Médio Risco'
16643,241,2,923.11,2,2,3,cluster3,'Médio Risco'
18239,214,6,2150.36,2,4,4,cluster2,'Baixo Risco'
13792,61,3,383.95,3,3,2,cluster5,'Médio Risco'
16990,214,2,344,2,2,2,cluster3,'Alto Risco'
16418,40,5,1101.94,4,4,3,cluster1,'Baixo Risco'
16238,418,1,63.66,1,1,1,cluster3,'Muito Alto Risco'
15134,10,10,1596.29,5,5,4,cluster1,'Muito Baixo Risco'
15356,27,13,3464.95,4,5,5,cluster1,'Muito Baixo Risco'
17814,370,2,1617.32,2,2,4,cluster3,'Médio Risco'
17580,248,5,545.27,2,4,2,cluster2,'Médio Risco'
13832,14,2,613.69,5,2,3,cluster4,'Baixo Risco'
16120,54,6,3056.91,4,4,5,cluster1,'Muito Baixo Risco'
17817,272,5,689.87,2,4,3,cluster2,'Médio Risco'
12900,417,1,340.33,1,1,2,cluster3,'Alto Risco'
15242,417,1,302.04,1,1,2,cluster3,'Alto Risco'
15304,56,9,919.55,4,5,3,cluster1,'Muito Baixo Risco'
14696,66,7,2467.36,3,4,4,cluster2,'Baixo Risco'
13194,131,2,472.78,3,2,2,cluster4,'Médio Risco'
14929,27,2,836.69,4,2,3,cluster4,'Baixo Risco'
12798,5,4,8510.93,5,3,5,cluster5,'Muito Baixo Risco'
18090,417,1,349.4,1,1,2,cluster3,'Alto Risco'
17717,417,1,376.92,1,1,2,cluster3,'Alto Risco'
13395,180,3,1180.23,3,3,3,cluster5,'Médio Risco'
16935,377,3,535.1,2,3,2,cluster5,'Médio Risco'
17629,1,10,2455.52,5,5,4,cluster1,'Muito Baixo Risco'
17796,35,7,1361.99,4,4,4,cluster1,'Muito Baixo Risco'
15735,416,1,327.68,1,1,2,cluster3,'Alto Risco'
17751,416,1,157.86,1,1,1,cluster3,'Muito Alto Risco'
16991,416,1,1041.21,1,1,3,cluster3,'Alto Risco'
14975,52,2,472.39,4,2,2,cluster4,'Baixo Risco'
15160,352,4,589.27,2,3,2,cluster5,'Médio Risco'
17823,416,2,494.25,1,2,2,cluster3,'Alto Risco'
14956,416,1,1325,1,1,4,cluster3,'Alto Risco'
15114,25,12,3400.12,4,5,5,cluster1,'Muito Baixo Risco'
15626,70,3,1067.52,3,3,3,cluster5,'Médio Risco'
12454,51,5,16679.78,4,4,5,cluster1,'Muito Baixo Risco'
13829,416,1,102,1,1,1,cluster3,'Muito Alto Risco'
12694,66,3,1843.35,3,3,4,cluster5,'Baixo Risco'
14088,5,16,64036.8,5,5,5,cluster1,'Muito Baixo Risco'
17510,20,2,514.56,4,2,2,cluster4,'Baixo Risco'
18018,103,4,297.99,3,3,2,cluster5,'Médio Risco'
17202,416,1,160.65,1,1,1,cluster3,'Muito Alto Risco'
17390,416,1,149.3,1,1,1,cluster3,'Muito Alto Risco'
12691,23,7,1170.4,4,4,3,cluster1,'Baixo Risco'
15957,27,3,930.1,4,3,3,cluster5,'Baixo Risco'
12445,17,2,434.98,5,2,2,cluster4,'Baixo Risco'
17687,416,1,432.68,1,1,2,cluster3,'Alto Risco'
15202,416,3,6001.49,1,3,5,cluster3,'Médio Risco'
13692,20,5,3114.4,4,4,5,cluster1,'Muito Baixo Risco'
15686,415,1,90,1,1,1,cluster3,'Muito Alto Risco'
17938,415,1,144.29,1,1,1,cluster3,'Muito Alto Risco'
17316,415,1,124.45,1,1,1,cluster3,'Muito Alto Risco'
14868,16,11,3793.92,5,5,5,cluster1,'Muito Baixo Risco'
16810,187,2,842.04,3,2,3,cluster4,'Médio Risco'
15688,414,1,190.57,1,1,1,cluster3,'Muito Alto Risco'
16381,391,2,258.7,2,2,1,cluster3,'Alto Risco'
16676,29,6,2361.9,4,4,4,cluster1,'Muito Baixo Risco'
15772,413,1,280.88,1,1,1,cluster3,'Muito Alto Risco'
15799,71,4,1424.29,3,3,4,cluster5,'Baixo Risco'
14712,25,4,1328.07,4,3,4,cluster5,'Baixo Risco'
17703,30,4,1094.84,4,3,3,cluster5,'Baixo Risco'
12376,385,2,503.15,2,2,2,cluster3,'Alto Risco'
13516,17,4,1685.26,5,3,4,cluster5,'Muito Baixo Risco'
14741,7,7,1897.59,5,4,4,cluster1,'Muito Baixo Risco'
16069,413,1,457.7,1,1,2,cluster3,'Alto Risco'
12699,413,1,638.11,1,1,3,cluster3,'Alto Risco'
16996,25,9,2123.61,4,5,4,cluster1,'Muito Baixo Risco'
13387,412,1,189.44,1,1,1,cluster3,'Muito Alto Risco'
16141,84,2,955.94,3,2,3,cluster4,'Médio Risco'
13079,17,5,389.18,5,4,2,cluster1,'Muito Baixo Risco'
17026,180,3,208.98,3,3,1,cluster5,'Médio Risco'
13088,412,1,236.11,1,1,1,cluster3,'Muito Alto Risco'
15710,412,1,898.87,1,1,3,cluster3,'Alto Risco'
17655,6,9,3652.48,5,5,5,cluster1,'Muito Baixo Risco'
17219,27,2,259.13,4,2,1,cluster4,'Médio Risco'
14524,27,13,2933.71,4,5,5,cluster1,'Muito Baixo Risco'
15011,391,2,416.6,2,2,2,cluster3,'Alto Risco'
14585,45,5,1143.27,4,4,3,cluster1,'Baixo Risco'
14332,18,5,1943.51,5,4,4,cluster1,'Muito Baixo Risco'
17967,367,2,357.29,2,2,2,cluster3,'Alto Risco'
17397,17,3,1233.18,5,3,4,cluster5,'Muito Baixo Risco'
13134,81,6,2475.23,3,4,4,cluster2,'Baixo Risco'
13840,411,1,651.4,1,1,3,cluster3,'Alto Risco'
13981,411,1,331.14,1,1,2,cluster3,'Alto Risco'
15608,23,5,1785.98,4,4,4,cluster1,'Muito Baixo Risco'
14617,398,2,190.47,2,2,1,cluster3,'Alto Risco'
18066,70,3,1440.4,3,3,4,cluster5,'Baixo Risco'
15377,378,4,1211.75,2,3,3,cluster5,'Médio Risco'
16201,16,4,1602.72,5,3,4,cluster5,'Muito Baixo Risco'
16776,56,2,619.85,4,2,3,cluster4,'Baixo Risco'
15501,400,2,402.5,2,2,2,cluster3,'Alto Risco'
16916,19,4,1123.4,5,3,3,cluster5,'Baixo Risco'
13703,314,2,425.56,2,2,2,cluster3,'Alto Risco'
16642,203,2,696.85,2,2,3,cluster3,'Médio Risco'
16903,24,3,1062.28,4,3,3,cluster5,'Baixo Risco'
15647,410,1,169,1,1,1,cluster3,'Muito Alto Risco'
14612,410,1,877.7,1,1,3,cluster3,'Alto Risco'
17038,25,2,743.17,4,2,3,cluster4,'Baixo Risco'
12387,410,1,143.94,1,1,1,cluster3,'Muito Alto Risco'
16590,396,2,605.9,2,2,2,cluster3,'Alto Risco'
17924,7,8,3536.7,5,4,5,cluster1,'Muito Baixo Risco'
17483,61,4,591.73,3,3,2,cluster5,'Médio Risco'
13195,410,1,172.38,1,1,1,cluster3,'Muito Alto Risco'
13836,394,2,620.37,2,2,3,cluster3,'Médio Risco'
12400,409,1,205.25,1,1,1,cluster3,'Muito Alto Risco'
15995,409,1,696.19,1,1,3,cluster3,'Alto Risco'
15257,279,2,685.9,2,2,3,cluster3,'Médio Risco'
14148,229,2,466.29,2,2,2,cluster3,'Alto Risco'
13936,175,3,939.66,3,3,3,cluster5,'Médio Risco'
18243,409,1,515.78,1,1,2,cluster3,'Alto Risco'
13166,278,2,884.18,2,2,3,cluster3,'Médio Risco'
14216,3,4,2011.79,5,3,4,cluster5,'Muito Baixo Risco'
13581,304,2,280.53,2,2,1,cluster3,'Alto Risco'
16540,409,1,226.7,1,1,1,cluster3,'Muito Alto Risco'
12899,409,1,366.4,1,1,2,cluster3,'Alto Risco'
12973,409,1,385.55,1,1,2,cluster3,'Alto Risco'
12419,381,2,503.01,2,2,2,cluster3,'Alto Risco'
16226,198,5,672.17,2,4,3,cluster2,'Médio Risco'
14945,409,1,179.4,1,1,1,cluster3,'Muito Alto Risco'
13746,409,1,176.69,1,1,1,cluster3,'Muito Alto Risco'
13106,128,2,603.46,3,2,2,cluster4,'Médio Risco'
18055,2,14,11195.57,5,5,5,cluster1,'Muito Baixo Risco'
12787,5,4,862.18,5,3,3,cluster5,'Baixo Risco'
16491,42,2,1533.16,4,2,4,cluster4,'Baixo Risco'
14728,408,1,190.58,1,1,1,cluster3,'Muito Alto Risco'
13165,41,3,1451.16,4,3,4,cluster5,'Baixo Risco'
13263,4,38,8497.34,5,5,5,cluster1,'Muito Baixo Risco'
16010,241,11,1724.06,2,5,4,cluster2,'Baixo Risco'
17843,298,2,326.23,2,2,2,cluster3,'Alto Risco'
13241,407,1,115.58,1,1,1,cluster3,'Muito Alto Risco'
16024,7,3,484.2,5,3,2,cluster5,'Baixo Risco'
17407,407,1,552.9,1,1,2,cluster3,'Alto Risco'
16445,29,4,602.73,4,3,2,cluster5,'Baixo Risco'
16373,377,2,309.49,2,2,2,cluster3,'Alto Risco'
17260,406,1,120.95,2,1,1,cluster3,'Alto Risco'
13574,406,1,421.25,2,1,2,cluster3,'Alto Risco'
17435,406,1,331.35,2,1,2,cluster3,'Alto Risco'
16920,406,1,355.45,2,1,2,cluster3,'Alto Risco'
13977,406,1,519.81,2,1,2,cluster3,'Alto Risco'
18110,15,2,435.43,5,2,2,cluster4,'Baixo Risco'
18116,63,13,2154.3,3,5,4,cluster2,'Baixo Risco'
15337,406,1,373.02,2,1,2,cluster3,'Alto Risco'
13898,321,2,686.4,2,2,3,cluster3,'Médio Risco'
13565,14,3,414.8,5,3,2,cluster5,'Baixo Risco'
16904,24,20,4783.35,4,5,5,cluster1,'Muito Baixo Risco'
16726,21,7,2088.41,4,4,4,cluster1,'Muito Baixo Risco'
15065,33,5,3326.86,4,4,5,cluster1,'Muito Baixo Risco'
15174,318,2,481.46,2,2,2,cluster3,'Alto Risco'
14197,406,1,390.05,2,1,2,cluster3,'Alto Risco'
16193,232,2,630.43,2,2,3,cluster3,'Médio Risco'
17981,406,1,239.12,2,1,1,cluster3,'Alto Risco'
15294,406,1,233.35,2,1,1,cluster3,'Alto Risco'
15370,36,8,3739.01,4,4,5,cluster1,'Muito Baixo Risco'
14690,39,4,794.33,4,3,3,cluster5,'Baixo Risco'
12790,187,2,591.85,3,2,2,cluster4,'Médio Risco'
15646,153,5,974.61,3,4,3,cluster2,'Baixo Risco'
14718,406,1,226.42,2,1,1,cluster3,'Alto Risco'
16241,5,16,4329.31,5,5,5,cluster1,'Muito Baixo Risco'
17070,109,2,445.32,3,2,2,cluster4,'Médio Risco'
