'Customer ID',Recency,Frequency,MonetaryValue,Recency_score,Frequency_score,Monetary_score,cluster,ChurnRisk_description
14887,74,1,1862,3,1,4,cluster4,'Médio Risco'
15399,17,2,549.13,5,2,2,cluster4,'Baixo Risco'
17466,6,2,763.28,5,2,3,cluster4,'Baixo Risco'
16379,13,3,1755.76,5,3,4,cluster5,'Muito Baixo Risco'
15239,5,2,780.59,5,2,3,cluster4,'Baixo Risco'
16213,74,1,159,3,1,1,cluster4,'Alto Risco'
14261,46,2,1163.45,4,2,3,cluster4,'Baixo Risco'
12657,6,4,1643.18,5,3,4,cluster5,'Muito Baixo Risco'
12936,12,4,1063.9,5,3,3,cluster5,'Baixo Risco'
16236,73,1,432.2,3,1,2,cluster4,'Médio Risco'
16669,19,3,1374.87,5,3,4,cluster5,'Muito Baixo Risco'
15398,11,2,1345.53,5,2,4,cluster4,'Baixo Risco'
12906,7,5,2919.81,5,4,4,cluster1,'Muito Baixo Risco'
17079,73,1,118.8,3,1,1,cluster4,'Alto Risco'
14125,6,3,2740.43,5,3,4,cluster5,'Muito Baixo Risco'
12952,1,4,1387.79,5,3,4,cluster5,'Muito Baixo Risco'
12579,73,1,440.42,3,1,2,cluster4,'Médio Risco'
13279,73,1,137.75,3,1,1,cluster4,'Alto Risco'
12546,42,2,1161.5,4,2,3,cluster4,'Baixo Risco'
15744,73,1,34.8,3,1,1,cluster4,'Alto Risco'
13127,73,1,259.17,3,1,1,cluster4,'Alto Risco'
15763,27,2,1086.92,4,2,3,cluster4,'Baixo Risco'
15075,73,1,773.03,3,1,3,cluster4,'Médio Risco'
16240,19,2,3718.8,5,2,5,cluster4,'Muito Baixo Risco'
13336,72,1,795.12,3,1,3,cluster4,'Médio Risco'
14652,72,1,114.18,3,1,1,cluster4,'Alto Risco'
15762,60,2,583.75,3,2,2,cluster4,'Médio Risco'
15475,72,1,454.11,3,1,2,cluster4,'Médio Risco'
12488,5,3,1298.66,5,3,4,cluster5,'Muito Baixo Risco'
16169,3,4,1822.97,5,3,4,cluster5,'Muito Baixo Risco'
17506,71,1,302.2,3,1,2,cluster4,'Médio Risco'
16480,71,1,769.29,3,1,3,cluster4,'Médio Risco'
17498,71,1,272.22,3,1,1,cluster4,'Alto Risco'
17131,1,5,2463.17,5,4,4,cluster1,'Muito Baixo Risco'
13536,1,6,3098.94,5,4,5,cluster1,'Muito Baixo Risco'
17154,70,1,329.34,3,1,2,cluster4,'Médio Risco'
15429,22,2,397.35,4,2,2,cluster4,'Baixo Risco'
16594,70,1,181.09,3,1,1,cluster4,'Alto Risco'
14757,70,1,420.5,3,1,2,cluster4,'Médio Risco'
13670,70,1,349.7,3,1,2,cluster4,'Médio Risco'
12783,28,5,1825.33,4,4,4,cluster1,'Muito Baixo Risco'
13429,6,4,1006.8,5,3,3,cluster5,'Baixo Risco'
13390,70,1,544.08,3,1,2,cluster4,'Médio Risco'
18205,31,2,517.36,4,2,2,cluster4,'Baixo Risco'
15492,23,2,659.46,4,2,3,cluster4,'Baixo Risco'
15344,27,2,460.64,4,2,2,cluster4,'Baixo Risco'
13866,69,1,145.67,3,1,1,cluster4,'Alto Risco'
12612,69,1,704.04,3,1,3,cluster4,'Médio Risco'
16999,18,2,484.82,5,2,2,cluster4,'Baixo Risco'
13314,59,2,589.47,4,2,2,cluster4,'Baixo Risco'
16181,68,1,305.54,3,1,2,cluster4,'Médio Risco'
15568,40,2,422.52,4,2,2,cluster4,'Baixo Risco'
14109,68,1,144.2,3,1,1,cluster4,'Alto Risco'
16157,11,3,656.69,5,3,3,cluster5,'Baixo Risco'
15348,67,1,158.04,3,1,1,cluster4,'Alto Risco'
13924,13,5,1536.45,5,4,4,cluster1,'Muito Baixo Risco'
14434,17,6,1372.8,5,4,4,cluster1,'Muito Baixo Risco'
13061,67,1,248.61,3,1,1,cluster4,'Alto Risco'
16909,67,1,379.14,3,1,2,cluster4,'Médio Risco'
18192,67,1,957.97,3,1,3,cluster4,'Médio Risco'
17447,35,2,541.53,4,2,2,cluster4,'Baixo Risco'
17427,67,1,100.8,3,1,1,cluster4,'Alto Risco'
15175,67,1,224.14,3,1,1,cluster4,'Alto Risco'
13960,16,2,230.22,5,2,1,cluster4,'Baixo Risco'
17528,13,7,3428,5,4,5,cluster1,'Muito Baixo Risco'
16361,5,4,896.66,5,3,3,cluster5,'Baixo Risco'
13886,66,1,243.56,3,1,1,cluster4,'Alto Risco'
13354,66,1,743.53,3,1,3,cluster4,'Médio Risco'
16653,11,2,1212.66,5,2,3,cluster4,'Baixo Risco'
13759,28,2,659.41,4,2,3,cluster4,'Baixo Risco'
17813,9,5,1770.88,5,4,4,cluster1,'Muito Baixo Risco'
12718,66,1,238.25,3,1,1,cluster4,'Alto Risco'
15949,12,2,364.72,5,2,2,cluster4,'Baixo Risco'
13364,66,1,134.96,3,1,1,cluster4,'Alto Risco'
16268,66,2,667.65,3,2,3,cluster4,'Médio Risco'
15565,45,2,173.16,4,2,1,cluster4,'Médio Risco'
13954,66,1,227.41,3,1,1,cluster4,'Alto Risco'
15593,66,1,199.8,3,1,1,cluster4,'Alto Risco'
13095,66,1,74.4,3,1,1,cluster4,'Alto Risco'
13347,65,1,341.36,3,1,2,cluster4,'Médio Risco'
15185,65,1,310.62,3,1,2,cluster4,'Médio Risco'
16404,65,1,443.05,3,1,2,cluster4,'Médio Risco'
16613,65,1,618.59,3,1,3,cluster4,'Médio Risco'
16591,64,1,213.5,3,1,1,cluster4,'Alto Risco'
13558,1,4,605.06,5,3,2,cluster5,'Baixo Risco'
16930,21,3,380.55,4,3,2,cluster5,'Baixo Risco'
16533,15,3,1095.56,5,3,3,cluster5,'Baixo Risco'
18059,18,3,306.46,5,3,2,cluster5,'Baixo Risco'
14488,63,1,1064.28,3,1,3,cluster4,'Médio Risco'
16747,33,2,836.06,4,2,3,cluster4,'Baixo Risco'
14333,63,1,415.2,3,1,2,cluster4,'Médio Risco'
14815,32,2,778.5,4,2,3,cluster4,'Baixo Risco'
15088,17,2,1160.07,5,2,3,cluster4,'Baixo Risco'
15930,62,1,426.63,3,1,2,cluster4,'Médio Risco'
13801,62,1,324.8,3,1,2,cluster4,'Médio Risco'
16881,62,1,432,3,1,2,cluster4,'Médio Risco'
17014,3,3,586.33,5,3,2,cluster5,'Baixo Risco'
14184,62,1,452.89,3,1,2,cluster4,'Médio Risco'
13351,62,1,373.94,3,1,2,cluster4,'Médio Risco'
15739,61,1,449.12,3,1,2,cluster4,'Médio Risco'
12512,61,2,138.03,3,2,1,cluster4,'Médio Risco'
17957,61,1,111.68,3,1,1,cluster4,'Alto Risco'
16106,61,1,108.38,3,1,1,cluster4,'Alto Risco'
13483,61,1,140.34,3,1,1,cluster4,'Alto Risco'
16478,20,3,331,4,3,2,cluster5,'Baixo Risco'
16020,12,3,851.01,5,3,3,cluster5,'Baixo Risco'
16803,60,1,332.3,3,1,2,cluster4,'Médio Risco'
13947,60,1,90.6,3,1,1,cluster4,'Alto Risco'
16758,60,1,369.34,3,1,2,cluster4,'Médio Risco'
12719,60,1,283.6,3,1,1,cluster4,'Alto Risco'
14054,60,1,92.46,3,1,1,cluster4,'Alto Risco'
12723,11,4,647.79,5,3,3,cluster5,'Baixo Risco'
18033,60,1,97.97,3,1,1,cluster4,'Alto Risco'
13845,60,1,312.98,3,1,2,cluster4,'Médio Risco'
12628,28,2,571.21,4,2,2,cluster4,'Baixo Risco'
14317,60,1,508.58,3,1,2,cluster4,'Médio Risco'
16295,5,4,1328.55,5,3,4,cluster5,'Muito Baixo Risco'
17295,24,3,556.95,4,3,2,cluster5,'Baixo Risco'
13504,59,1,295.93,4,1,2,cluster4,'Médio Risco'
13422,59,1,2626.3,4,1,4,cluster4,'Baixo Risco'
16432,59,1,287.4,4,1,2,cluster4,'Médio Risco'
13816,19,2,571.67,5,2,2,cluster4,'Baixo Risco'
14518,59,1,174.37,4,1,1,cluster4,'Médio Risco'
13882,7,4,998.05,5,3,3,cluster5,'Baixo Risco'
15937,59,1,145.35,4,1,1,cluster4,'Médio Risco'
17453,13,2,486.72,5,2,2,cluster4,'Baixo Risco'
15300,59,1,496.44,4,1,2,cluster4,'Médio Risco'
13348,59,1,233.76,4,1,1,cluster4,'Médio Risco'
14592,30,3,570.46,4,3,2,cluster5,'Baixo Risco'
17030,59,1,146.87,4,1,1,cluster4,'Médio Risco'
12420,59,1,600.39,4,1,2,cluster4,'Médio Risco'
14792,59,1,6.2,4,1,1,cluster4,'Médio Risco'
14138,59,1,638.21,4,1,3,cluster4,'Médio Risco'
15297,5,3,641.94,5,3,3,cluster5,'Baixo Risco'
13876,59,1,122.7,4,1,1,cluster4,'Médio Risco'
12740,59,1,427.6,4,1,2,cluster4,'Médio Risco'
17086,2,6,2050.08,5,4,4,cluster1,'Muito Baixo Risco'
13806,59,1,256.38,4,1,1,cluster4,'Médio Risco'
12856,3,6,2179.93,5,4,4,cluster1,'Muito Baixo Risco'
13419,59,1,221.06,4,1,1,cluster4,'Médio Risco'
17509,53,8,6115.14,4,4,5,cluster1,'Muito Baixo Risco'
16900,12,3,887.11,5,3,3,cluster5,'Baixo Risco'
13755,4,8,2004.45,5,4,4,cluster1,'Muito Baixo Risco'
16248,57,1,152.94,4,1,1,cluster4,'Médio Risco'
15612,31,2,195.15,4,2,1,cluster4,'Médio Risco'
15787,21,3,948.05,4,3,3,cluster5,'Baixo Risco'
13260,56,1,557.62,4,1,2,cluster4,'Médio Risco'
15821,39,2,570.96,4,2,2,cluster4,'Baixo Risco'
18088,56,1,167.67,4,1,1,cluster4,'Médio Risco'
16685,56,2,324.24,4,2,2,cluster4,'Baixo Risco'
13193,56,1,117.88,4,1,1,cluster4,'Médio Risco'
13212,15,3,788.08,5,3,3,cluster5,'Baixo Risco'
14801,56,1,193.14,4,1,1,cluster4,'Médio Risco'
16380,56,1,1780.59,4,1,4,cluster4,'Baixo Risco'
15193,56,1,499.32,4,1,2,cluster4,'Médio Risco'
14027,56,1,104.82,4,1,1,cluster4,'Médio Risco'
16179,56,1,215.83,4,1,1,cluster4,'Médio Risco'
17425,14,2,759.17,5,2,3,cluster4,'Baixo Risco'
18169,56,1,202.65,4,1,1,cluster4,'Médio Risco'
18126,56,1,206.83,4,1,1,cluster4,'Médio Risco'
16688,5,3,1115.16,5,3,3,cluster5,'Baixo Risco'
16982,56,1,384.06,4,1,2,cluster4,'Médio Risco'
15330,27,2,714.96,4,2,3,cluster4,'Baixo Risco'
17186,42,2,144,4,2,1,cluster4,'Médio Risco'
13685,41,3,1934.45,4,3,4,cluster5,'Baixo Risco'
13352,55,1,397.98,4,1,2,cluster4,'Médio Risco'
15553,55,1,437.23,4,1,2,cluster4,'Médio Risco'
12607,55,1,1579.51,4,1,4,cluster4,'Baixo Risco'
17459,38,2,657.3,4,2,3,cluster4,'Baixo Risco'
12772,55,1,892.47,4,1,3,cluster4,'Médio Risco'
16561,1,2,511.12,5,2,2,cluster4,'Baixo Risco'
14121,5,3,2008.99,5,3,4,cluster5,'Muito Baixo Risco'
17119,55,1,547.25,4,1,2,cluster4,'Médio Risco'
17620,55,1,81.44,4,1,1,cluster4,'Médio Risco'
12824,55,1,397.12,4,1,2,cluster4,'Médio Risco'
16171,54,1,73.2,4,1,1,cluster4,'Médio Risco'
12536,38,3,12601.83,4,3,5,cluster5,'Baixo Risco'
13690,54,1,172.25,4,1,1,cluster4,'Médio Risco'
14642,54,1,96.12,4,1,1,cluster4,'Médio Risco'
12602,54,1,153.12,4,1,1,cluster4,'Médio Risco'
16753,54,1,223.92,4,1,1,cluster4,'Médio Risco'
17737,4,2,168.24,5,2,1,cluster4,'Baixo Risco'
12667,53,1,620.13,4,1,3,cluster4,'Médio Risco'
12498,17,3,403.7,5,3,2,cluster5,'Baixo Risco'
17279,53,1,187.83,4,1,1,cluster4,'Médio Risco'
14251,6,4,2397.42,5,3,4,cluster5,'Muito Baixo Risco'
12446,53,1,1002.31,4,1,3,cluster4,'Médio Risco'
14234,17,4,775.46,5,3,3,cluster5,'Baixo Risco'
13853,52,1,1090.14,4,1,3,cluster4,'Médio Risco'
16793,52,1,243.84,4,1,1,cluster4,'Médio Risco'
18130,10,3,1059.39,5,3,3,cluster5,'Baixo Risco'
17614,52,1,390.07,4,1,2,cluster4,'Médio Risco'
13858,52,1,216.17,4,1,1,cluster4,'Médio Risco'
14856,31,3,1311.38,4,3,4,cluster5,'Baixo Risco'
14089,52,1,161,4,1,1,cluster4,'Médio Risco'
13810,24,3,1499.01,4,3,4,cluster5,'Baixo Risco'
13006,51,1,81.57,4,1,1,cluster4,'Médio Risco'
17986,51,1,20.8,4,1,1,cluster4,'Médio Risco'
14910,20,3,323.55,4,3,2,cluster5,'Baixo Risco'
16243,29,2,409.1,4,2,2,cluster4,'Baixo Risco'
14547,7,6,3528.04,5,4,5,cluster1,'Muito Baixo Risco'
16052,49,1,362.06,4,1,2,cluster4,'Médio Risco'
15113,5,3,3609.33,5,3,5,cluster5,'Muito Baixo Risco'
17520,49,1,546.81,4,1,2,cluster4,'Médio Risco'
13923,49,1,351.13,4,1,2,cluster4,'Médio Risco'
15335,49,1,173.97,4,1,1,cluster4,'Médio Risco'
17206,48,1,204.24,4,1,1,cluster4,'Médio Risco'
15066,48,1,893.59,4,1,3,cluster4,'Médio Risco'
16363,48,1,109.36,4,1,1,cluster4,'Médio Risco'
14830,48,1,197.13,4,1,1,cluster4,'Médio Risco'
15355,24,2,277.05,4,2,1,cluster4,'Médio Risco'
14015,48,1,917.34,4,1,3,cluster4,'Médio Risco'
15327,48,1,208.75,4,1,1,cluster4,'Médio Risco'
14554,5,4,2381.04,5,3,4,cluster5,'Muito Baixo Risco'
12611,48,1,1193.32,4,1,3,cluster4,'Médio Risco'
14179,36,2,719.78,4,2,3,cluster4,'Baixo Risco'
15604,47,1,216.39,4,1,1,cluster4,'Médio Risco'
12572,4,2,1020.42,5,2,3,cluster4,'Baixo Risco'
16123,47,1,307.78,4,1,2,cluster4,'Médio Risco'
16851,38,2,239.46,4,2,1,cluster4,'Médio Risco'
17148,47,1,124.88,4,1,1,cluster4,'Médio Risco'
17549,19,2,148.86,5,2,1,cluster4,'Baixo Risco'
17973,47,1,337.04,4,1,2,cluster4,'Médio Risco'
15610,47,1,112.46,4,1,1,cluster4,'Médio Risco'
15853,47,1,110.8,4,1,1,cluster4,'Médio Risco'
18019,47,1,38.45,4,1,1,cluster4,'Médio Risco'
14698,11,4,1093.6,5,3,3,cluster5,'Baixo Risco'
16826,46,1,341.7,4,1,2,cluster4,'Médio Risco'
17824,46,1,298.4,4,1,2,cluster4,'Médio Risco'
12522,34,2,192.72,4,2,1,cluster4,'Médio Risco'
16260,46,1,1035.45,4,1,3,cluster4,'Médio Risco'
14638,46,1,443.6,4,1,2,cluster4,'Médio Risco'
14923,46,1,749.1,4,1,3,cluster4,'Médio Risco'
13366,45,1,56.16,4,1,1,cluster4,'Médio Risco'
17125,45,1,259.35,4,1,1,cluster4,'Médio Risco'
15836,45,1,137.37,4,1,1,cluster4,'Médio Risco'
16313,45,1,167.62,4,1,1,cluster4,'Médio Risco'
13460,24,2,183.44,4,2,1,cluster4,'Médio Risco'
15286,45,1,240.55,4,1,1,cluster4,'Médio Risco'
17832,45,1,155.37,4,1,1,cluster4,'Médio Risco'
12646,45,1,731.69,4,1,3,cluster4,'Médio Risco'
16015,22,2,502.29,4,2,2,cluster4,'Baixo Risco'
16311,13,2,616.26,5,2,3,cluster4,'Baixo Risco'
15740,44,1,154.88,4,1,1,cluster4,'Médio Risco'
15000,43,1,490.52,4,1,2,cluster4,'Médio Risco'
13471,1,3,2439.34,5,3,4,cluster5,'Muito Baixo Risco'
18005,42,1,139.97,4,1,1,cluster4,'Médio Risco'
15427,28,3,1483.14,4,3,4,cluster5,'Baixo Risco'
17836,42,1,110.21,4,1,1,cluster4,'Médio Risco'
14629,42,1,604.83,4,1,2,cluster4,'Médio Risco'
15592,42,1,388.58,4,1,2,cluster4,'Médio Risco'
15516,40,3,62.43,4,3,1,cluster5,'Baixo Risco'
14764,42,1,278.3,4,1,1,cluster4,'Médio Risco'
18240,42,1,422.58,4,1,2,cluster4,'Médio Risco'
15844,41,1,130.74,4,1,1,cluster4,'Médio Risco'
13176,41,1,492.84,4,1,2,cluster4,'Médio Risco'
12398,41,1,1635.66,4,1,4,cluster4,'Baixo Risco'
15345,41,1,393.54,4,1,2,cluster4,'Médio Risco'
16708,41,1,656.63,4,1,3,cluster4,'Médio Risco'
15963,15,2,470.76,5,2,2,cluster4,'Baixo Risco'
18045,41,1,189.4,4,1,1,cluster4,'Médio Risco'
13182,40,1,121.18,4,1,1,cluster4,'Médio Risco'
13028,18,2,661.32,5,2,3,cluster4,'Baixo Risco'
13978,10,2,196.79,5,2,1,cluster4,'Baixo Risco'
16056,40,1,664.85,4,1,3,cluster4,'Médio Risco'
12812,40,1,229.64,4,1,1,cluster4,'Médio Risco'
14539,11,2,537.48,5,2,2,cluster4,'Baixo Risco'
17712,40,1,522.91,4,1,2,cluster4,'Médio Risco'
14102,7,4,1241.78,5,3,4,cluster5,'Muito Baixo Risco'
15320,39,1,267.13,4,1,1,cluster4,'Médio Risco'
12448,39,1,449.45,4,1,2,cluster4,'Médio Risco'
12827,1,3,430.15,5,3,2,cluster5,'Baixo Risco'
15993,4,7,2797.57,5,4,4,cluster1,'Muito Baixo Risco'
17895,39,1,98,4,1,1,cluster4,'Médio Risco'
12630,5,2,1270.88,5,2,4,cluster4,'Baixo Risco'
17684,39,1,239.41,4,1,1,cluster4,'Médio Risco'
14752,39,1,389.64,4,1,2,cluster4,'Médio Risco'
14971,30,3,1116.57,4,3,3,cluster5,'Baixo Risco'
16026,38,1,236.09,4,1,1,cluster4,'Médio Risco'
16513,4,3,752.79,5,3,3,cluster5,'Baixo Risco'
12430,38,1,256.4,4,1,1,cluster4,'Médio Risco'
14357,38,1,225.77,4,1,1,cluster4,'Médio Risco'
16855,19,2,328.4,5,2,2,cluster4,'Baixo Risco'
16164,12,3,822.48,5,3,3,cluster5,'Baixo Risco'
14218,38,1,169.48,4,1,1,cluster4,'Médio Risco'
15096,38,1,219.39,4,1,1,cluster4,'Médio Risco'
18030,37,1,121.1,4,1,1,cluster4,'Médio Risco'
14416,17,2,490.22,5,2,2,cluster4,'Baixo Risco'
17839,37,1,338.8,4,1,2,cluster4,'Médio Risco'
12912,4,4,1474.38,5,3,4,cluster5,'Muito Baixo Risco'
14582,36,1,114.11,4,1,1,cluster4,'Médio Risco'
16079,12,3,1352,5,3,4,cluster5,'Muito Baixo Risco'
17590,12,2,1158.29,5,2,3,cluster4,'Baixo Risco'
15054,7,2,302.1,5,2,2,cluster4,'Baixo Risco'
14158,35,1,507.66,4,1,2,cluster4,'Médio Risco'
16506,15,2,90.3,5,2,1,cluster4,'Baixo Risco'
13822,1,2,632,5,2,3,cluster4,'Baixo Risco'
18067,35,1,396.33,4,1,2,cluster4,'Médio Risco'
15444,4,2,1418.26,5,2,4,cluster4,'Baixo Risco'
12581,35,1,197.71,4,1,1,cluster4,'Médio Risco'
15360,35,1,427.93,4,1,2,cluster4,'Médio Risco'
15667,35,1,301.32,4,1,2,cluster4,'Médio Risco'
12552,34,2,437.82,4,2,2,cluster4,'Baixo Risco'
15977,12,2,1054.73,5,2,3,cluster4,'Baixo Risco'
13697,34,1,151.3,4,1,1,cluster4,'Médio Risco'
14345,34,1,108.98,4,1,1,cluster4,'Médio Risco'
17503,34,1,340.43,4,1,2,cluster4,'Médio Risco'
12491,34,1,460.4,4,1,2,cluster4,'Médio Risco'
14485,34,1,165.75,4,1,1,cluster4,'Médio Risco'
13868,2,2,3192.54,5,2,5,cluster4,'Muito Baixo Risco'
17668,33,1,161.85,4,1,1,cluster4,'Médio Risco'
16971,33,1,357.21,4,1,2,cluster4,'Médio Risco'
16352,13,2,494.44,5,2,2,cluster4,'Baixo Risco'
15830,33,1,576,4,1,2,cluster4,'Médio Risco'
15275,33,1,615.14,4,1,3,cluster4,'Médio Risco'
16790,11,5,1366.12,5,4,4,cluster1,'Muito Baixo Risco'
15576,33,1,940.67,4,1,3,cluster4,'Médio Risco'
18105,33,1,113.48,4,1,1,cluster4,'Médio Risco'
18164,33,1,399.65,4,1,2,cluster4,'Médio Risco'
14974,33,1,114.39,4,1,1,cluster4,'Médio Risco'
17947,33,1,176.68,4,1,1,cluster4,'Médio Risco'
13318,1,2,489.92,5,2,2,cluster4,'Baixo Risco'
18104,32,1,754.64,4,1,3,cluster4,'Médio Risco'
13271,32,1,217.38,4,1,1,cluster4,'Médio Risco'
17595,7,2,388.79,5,2,2,cluster4,'Baixo Risco'
14528,32,1,364.22,4,1,2,cluster4,'Médio Risco'
16337,32,1,151.05,4,1,1,cluster4,'Médio Risco'
14098,32,1,147.35,4,1,1,cluster4,'Médio Risco'
16322,31,1,213.08,4,1,1,cluster4,'Médio Risco'
16914,31,1,208.46,4,1,1,cluster4,'Médio Risco'
12544,31,1,372.7,4,1,2,cluster4,'Médio Risco'
13914,7,2,626.45,5,2,3,cluster4,'Baixo Risco'
13467,6,2,1083.71,5,2,3,cluster4,'Baixo Risco'
17078,31,2,378.2,4,2,2,cluster4,'Baixo Risco'
13447,18,3,1129.14,5,3,3,cluster5,'Baixo Risco'
15010,31,1,308.94,4,1,2,cluster4,'Médio Risco'
16318,31,1,328.15,4,1,2,cluster4,'Médio Risco'
13938,30,1,71.66,4,1,1,cluster4,'Médio Risco'
15017,29,1,125.58,4,1,1,cluster4,'Médio Risco'
12882,4,2,1463.04,5,2,4,cluster4,'Baixo Risco'
17387,15,2,784.11,5,2,3,cluster4,'Baixo Risco'
13532,29,1,210.31,4,1,1,cluster4,'Médio Risco'
15156,29,1,317.8,4,1,2,cluster4,'Médio Risco'
14174,28,1,134.46,4,1,1,cluster4,'Médio Risco'
13040,4,2,676.99,5,2,3,cluster4,'Baixo Risco'
15883,28,1,143.76,4,1,1,cluster4,'Médio Risco'
14664,15,2,637.89,5,2,3,cluster4,'Baixo Risco'
15526,28,2,148.44,4,2,1,cluster4,'Médio Risco'
17831,28,1,35.4,4,1,1,cluster4,'Médio Risco'
17761,28,1,712.78,4,1,3,cluster4,'Médio Risco'
13673,14,2,396.92,5,2,2,cluster4,'Baixo Risco'
14073,27,1,151.04,4,1,1,cluster4,'Médio Risco'
16070,17,2,852.15,5,2,3,cluster4,'Baixo Risco'
13066,20,2,470.8,4,2,2,cluster4,'Baixo Risco'
14140,27,1,540.99,4,1,2,cluster4,'Médio Risco'
16505,27,1,777.6,4,1,3,cluster4,'Médio Risco'
17313,26,1,2328.84,4,1,4,cluster4,'Baixo Risco'
18216,26,1,481.75,4,1,2,cluster4,'Médio Risco'
15153,26,1,329.25,4,1,2,cluster4,'Médio Risco'
16759,3,3,789.79,5,3,3,cluster5,'Baixo Risco'
16751,26,1,1764.72,4,1,4,cluster4,'Baixo Risco'
12893,26,1,188.14,4,1,1,cluster4,'Médio Risco'
14836,5,3,102.45,5,3,1,cluster5,'Baixo Risco'
12532,25,1,349.83,4,1,2,cluster4,'Médio Risco'
16516,25,1,101.7,4,1,1,cluster4,'Médio Risco'
13522,25,1,125.8,4,1,1,cluster4,'Médio Risco'
14354,1,2,163.62,5,2,1,cluster4,'Baixo Risco'
16953,25,1,20.8,4,1,1,cluster4,'Médio Risco'
18274,25,1,175.92,4,1,1,cluster4,'Médio Risco'
15450,25,1,429.84,4,1,2,cluster4,'Médio Risco'
15531,3,2,2007.44,5,2,4,cluster4,'Baixo Risco'
17500,12,3,1138,5,3,3,cluster5,'Baixo Risco'
17197,25,1,1013.01,4,1,3,cluster4,'Médio Risco'
16025,25,1,439.66,4,1,2,cluster4,'Médio Risco'
12659,25,1,91.68,4,1,1,cluster4,'Médio Risco'
17461,18,3,757.46,5,3,3,cluster5,'Baixo Risco'
17791,25,1,106.1,4,1,1,cluster4,'Médio Risco'
15463,25,1,126.14,4,1,1,cluster4,'Médio Risco'
12617,24,1,355.53,4,1,2,cluster4,'Médio Risco'
14863,24,1,266.76,4,1,1,cluster4,'Médio Risco'
12508,21,2,398.27,4,2,2,cluster4,'Baixo Risco'
17502,5,4,689.1,5,3,3,cluster5,'Baixo Risco'
14789,24,1,197.64,4,1,1,cluster4,'Médio Risco'
18209,24,1,139.1,4,1,1,cluster4,'Médio Risco'
12985,24,1,754.38,4,1,3,cluster4,'Médio Risco'
15557,24,1,473.65,4,1,2,cluster4,'Médio Risco'
15692,23,1,191.04,4,1,1,cluster4,'Médio Risco'
17052,23,1,413.75,4,1,2,cluster4,'Médio Risco'
18014,23,1,166.42,4,1,1,cluster4,'Médio Risco'
13732,23,1,491.86,4,1,2,cluster4,'Médio Risco'
14661,22,1,107.95,4,1,1,cluster4,'Médio Risco'
13170,22,1,116.01,4,1,1,cluster4,'Médio Risco'
15654,5,2,922.53,5,2,3,cluster4,'Baixo Risco'
13146,21,1,228.91,4,1,1,cluster4,'Médio Risco'
13603,21,1,164.34,4,1,1,cluster4,'Médio Risco'
12938,21,1,114.14,4,1,1,cluster4,'Médio Risco'
15168,21,1,106.56,4,1,1,cluster4,'Médio Risco'
17538,21,1,98.42,4,1,1,cluster4,'Médio Risco'
18082,21,1,703.37,4,1,3,cluster4,'Médio Risco'
18117,21,1,320.72,4,1,2,cluster4,'Médio Risco'
17566,3,2,901.21,5,2,3,cluster4,'Baixo Risco'
16207,20,1,394.38,4,1,2,cluster4,'Médio Risco'
12762,3,2,1898.52,5,2,4,cluster4,'Baixo Risco'
17793,20,1,323.04,4,1,2,cluster4,'Médio Risco'
16504,20,1,484.38,4,1,2,cluster4,'Médio Risco'
15009,7,3,1261.78,5,3,4,cluster5,'Muito Baixo Risco'
16423,20,1,346.12,4,1,2,cluster4,'Médio Risco'
15419,20,1,135.86,4,1,1,cluster4,'Médio Risco'
15758,20,1,205.25,4,1,1,cluster4,'Médio Risco'
14666,20,1,195.25,4,1,1,cluster4,'Médio Risco'
17153,19,1,213.78,5,1,1,cluster4,'Médio Risco'
12950,3,2,1483,5,2,4,cluster4,'Baixo Risco'
15556,19,1,279.77,5,1,1,cluster4,'Médio Risco'
17357,19,2,388.14,5,2,2,cluster4,'Baixo Risco'
13449,19,1,291.88,5,1,2,cluster4,'Baixo Risco'
14385,4,3,202.11,5,3,1,cluster5,'Baixo Risco'
13926,18,1,223.85,5,1,1,cluster4,'Médio Risco'
17896,18,1,256.32,5,1,1,cluster4,'Médio Risco'
17835,5,2,236.5,5,2,1,cluster4,'Baixo Risco'
15657,18,1,30,5,1,1,cluster4,'Médio Risco'
13160,18,1,91.8,5,1,1,cluster4,'Médio Risco'
17985,17,1,634.95,5,1,3,cluster4,'Baixo Risco'
14362,17,1,161.2,5,1,1,cluster4,'Médio Risco'
13828,17,1,209.49,5,1,1,cluster4,'Médio Risco'
15435,17,1,149.29,5,1,1,cluster4,'Médio Risco'
14641,17,1,110.46,5,1,1,cluster4,'Médio Risco'
12603,17,1,739.2,5,1,3,cluster4,'Baixo Risco'
12618,17,1,177.31,5,1,1,cluster4,'Médio Risco'
15621,6,2,1044.96,5,2,3,cluster4,'Baixo Risco'
17904,17,1,191.67,5,1,1,cluster4,'Médio Risco'
17650,16,1,166.08,5,1,1,cluster4,'Médio Risco'
12702,15,1,219,5,1,1,cluster4,'Médio Risco'
14881,15,1,255.4,5,1,1,cluster4,'Médio Risco'
17523,6,4,652.74,5,3,3,cluster5,'Baixo Risco'
14950,14,1,371.2,5,1,2,cluster4,'Baixo Risco'
14860,14,1,170.32,5,1,1,cluster4,'Médio Risco'
17636,14,1,285.56,5,1,1,cluster4,'Médio Risco'
13142,14,1,307.09,5,1,2,cluster4,'Baixo Risco'
14300,14,1,43.2,5,1,1,cluster4,'Médio Risco'
